index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Additional_Info,Price
230,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,16:55,3h,non-stop,No info,4823.0
231,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,27h 35m,1 stop,In-flight meal not included,10262.0
232,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,7h 30m,1 stop,In-flight meal not included,12898.0
233,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,22h 55m,2 stops,No info,12778.0
234,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,8h 35m,1 stop,No info,14871.0
235,Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,29h 55m,2 stops,No info,8708.0
236,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22h 15m,1 stop,In-flight meal not included,10844.0
237,SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,1h 20m,non-stop,No info,4129.0
238,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,2h 40m,non-stop,No info,4804.0
239,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 45m,1 stop,No info,10197.0
240,Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,17:00,2h 35m,non-stop,No info,4878.0
241,Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,10:20,2h 35m,non-stop,No info,5216.0
242,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,In-flight meal not included,10368.0
243,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,14h 40m,2 stops,No info,8146.0
244,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,15h 25m,1 stop,No info,12242.0
245,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,7h 15m,1 stop,In-flight meal not included,11507.0
246,Air India,6/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,20h 10m,2 stops,No info,10939.0
247,Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,20h 45m,2 stops,No info,11753.0
248,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23h 50m,1 stop,In-flight meal not included,10844.0
249,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,27h,1 stop,No info,14714.0
250,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,5h 30m,1 stop,In-flight meal not included,11507.0
251,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,11h 50m,1 stop,No info,14871.0
252,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,13:20,2h 15m,non-stop,No info,7295.0
253,Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,24h 30m,2 stops,No info,13465.0
254,SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No check-in baggage included,3543.0
255,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6h 30m,1 stop,No info,7198.0
256,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,20h 25m,1 stop,In-flight meal not included,10262.0
257,IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,2h 35m,non-stop,No info,4148.0
258,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,2h 55m,non-stop,nan,8016.0
259,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,5h 35m,1 stop,In-flight meal not included,10262.0
260,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,2h 30m,non-stop,No check-in baggage included,3841.0
261,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,14h 45m,1 stop,No info,11507.0
262,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12h 20m,1 stop,No info,14781.0
263,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,25h 30m,1 stop,No info,16079.0
264,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,5h 35m,1 stop,In-flight meal not included,12898.0
265,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 45m,1 stop,No info,15353.0
266,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,2h 55m,non-stop,No info,7303.0
267,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,5h 40m,1 stop,No info,6197.0
268,Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,4h 5m,1 stop,No info,8996.0
269,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,14:20,8h,1 stop,No info,6528.0
270,GoAir,9/04/2019,Banglore,Delhi,BLR → DEL,20:55,2h 45m,non-stop,No info,4239.0
271,SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No info,3971.0
272,Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,15h 55m,1 stop,No info,5192.0
273,Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,23h 10m,2 stops,No info,9483.0
274,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,7h 20m,2 stops,No info,18804.0
275,Air India,18/06/2019,Delhi,Cochin,DEL → COK,05:10,2h 50m,non-stop,No info,5201.0
276,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,7h 30m,1 stop,No info,16079.0
277,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,nan,7229.0
278,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,7h 45m,1 stop,No info,6795.0
279,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,10h 25m,2 stops,No info,15965.0
280,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,9h,1 stop,No info,16079.0
281,Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,15h 10m,2 stops,In-flight meal not included,11507.0
282,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,28h 20m,2 stops,No info,11542.0
283,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,06:00,2h 45m,non-stop,In-flight meal not included,4544.0
284,IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,4h 55m,1 stop,No info,6496.0
285,IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,2h 40m,non-stop,No info,4804.0
286,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,10h 10m,1 stop,In-flight meal not included,6540.0
287,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,23:30,2h 50m,non-stop,No info,4591.0
288,Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,11h,1 stop,No info,6151.0
289,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,In-flight meal not included,7754.0
290,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,22h 35m,1 stop,In-flight meal not included,10262.0
291,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 40m,non-stop,No check-in baggage included,3873.0
292,Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,2h 50m,non-stop,No info,4668.0
293,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,11h 50m,1 stop,No info,14231.0
294,Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,25h 35m,1 stop,No info,8425.0
295,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,15h 25m,1 stop,No info,9646.0
296,Air Asia,9/04/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,3h 40m,1 stop,No info,5162.0
297,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:25,2h 55m,non-stop,No info,6860.0
298,Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,11h 50m,1 stop,No info,5192.0
299,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,20:00,2h 50m,non-stop,No info,4823.0
300,SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,09:30,2h 50m,non-stop,No check-in baggage included,3919.0
301,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,1h 30m,non-stop,No info,2754.0
302,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 30m,1 stop,No info,9315.0
303,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20h 15m,1 stop,In-flight meal not included,6224.0
304,Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,20h 10m,2 stops,No info,13349.0
305,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,16h 5m,1 stop,In-flight meal not included,11087.0
306,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12h 35m,1 stop,nan,15603.0
307,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,17h 5m,2 stops,No info,15129.0
308,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,16:55,3h,non-stop,No info,4823.0
309,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,15h 30m,1 stop,No info,8452.0
310,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 30m,1 stop,No info,12524.0
311,SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No info,3384.0
312,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,23h 45m,1 stop,In-flight meal not included,10262.0
313,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,24h 45m,1 stop,nan,16079.0
314,Jet Airways,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,21h 35m,2 stops,No info,11507.0
315,Air Asia,9/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,5h 30m,1 stop,No info,6751.0
316,Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12h 15m,1 stop,No info,8669.0
317,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,5h,1 stop,In-flight meal not included,12898.0
318,SpiceJet,6/06/2019,Banglore,Delhi,BLR → DEL,09:30,2h 50m,non-stop,No check-in baggage included,3919.0
319,Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,17:00,2h 45m,non-stop,No info,10741.0
320,Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,12h 45m,2 stops,No info,11432.0
321,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,27h,2 stops,No info,11507.0
322,Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,26h 25m,3 stops,No info,10493.0
323,GoAir,09/03/2019,Banglore,New Delhi,BLR → DEL,07:45,2h 55m,non-stop,No info,7631.0
324,Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,24h 50m,2 stops,No info,13381.0
325,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,8h 40m,1 stop,No info,13731.0
326,Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,25h 45m,2 stops,No info,11911.0
327,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h 15m,1 stop,No info,14848.0
328,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,26h,2 stops,No info,12392.0
329,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,17h 5m,1 stop,No info,13044.0
330,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:50,5h 35m,1 stop,No info,12242.0
331,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,25h 50m,1 stop,No info,11105.0
332,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12h 10m,1 stop,No info,14388.0
333,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,17h 5m,2 stops,No info,13014.0
334,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 30m,1 stop,No info,15411.0
335,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,23h 5m,1 stop,No info,16289.0
336,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,7h 55m,1 stop,In-flight meal not included,10844.0
337,Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,No info,5678.0
338,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,23:30,2h 50m,non-stop,No info,6906.0
339,SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,09:45,2h 15m,non-stop,No check-in baggage included,3543.0
340,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,10h,1 stop,No info,14714.0
341,SpiceJet,9/04/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No info,3873.0
342,Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,26h 20m,1 stop,No info,8452.0
343,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,11h,1 stop,No info,13727.0
344,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,19h 25m,2 stops,No info,12639.0
345,Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,15:15,2h 55m,non-stop,In-flight meal not included,5198.0
346,Vistara,1/06/2019,Banglore,Delhi,BLR → DEL,19:30,2h 45m,non-stop,No info,4878.0
347,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,23h 15m,1 stop,In-flight meal not included,12373.0
348,Vistara,21/04/2019,Delhi,Cochin,DEL → COK,14:40,3h 10m,non-stop,No info,6741.0
349,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,12:50,6h 25m,1 stop,No info,6481.0
350,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,8h 40m,1 stop,No info,7354.0
351,Air India,21/04/2019,Banglore,Delhi,BLR → DEL,21:05,2h 50m,non-stop,nan,5228.0
352,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,5h 20m,1 stop,No info,6347.0
353,Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,4h,1 stop,No info,5013.0
354,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,18:25,2h 55m,non-stop,No info,4823.0
355,Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,26h 20m,2 stops,No info,13381.0
356,SpiceJet,1/06/2019,Chennai,Kolkata,MAA → CCU,09:45,2h 15m,non-stop,No check-in baggage included,3543.0
357,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,9h 45m,1 stop,In-flight meal not included,9663.0
358,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,24h 55m,1 stop,In-flight meal not included,7064.0
359,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,11h 55m,1 stop,In-flight meal not included,10262.0
360,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,17h 25m,2 stops,No info,15339.0
361,GoAir,18/04/2019,Banglore,Delhi,BLR → DEL,11:40,2h 50m,non-stop,No info,4937.0
362,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,7h 5m,1 stop,No info,6818.0
363,Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,10441.0
364,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,11:35,2h 25m,non-stop,No info,3858.0
365,IndiGo,18/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,5h 15m,1 stop,No info,6534.0
366,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,15h 10m,1 stop,No info,6795.0
367,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 45m,1 stop,nan,9736.0
368,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,No info,7229.0
369,SpiceJet,24/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,4h 55m,1 stop,No info,4957.0
370,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,06:00,2h 45m,non-stop,No info,7648.0
371,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,2h 30m,non-stop,No info,3873.0
372,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,9h 45m,1 stop,No info,14388.0
373,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,17:15,2h 40m,non-stop,No info,5618.0
374,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6h 30m,1 stop,No info,7408.0
375,Air Asia,3/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,5h 30m,1 stop,No info,5192.0
376,Vistara,3/05/2019,Banglore,Delhi,BLR → DEL,07:00,2h 40m,non-stop,No info,4668.0
377,Jet Airways,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,34h 5m,2 stops,No info,13082.0
378,Air India,3/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,15h 25m,1 stop,No info,8669.0
379,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,9h 30m,1 stop,No info,6316.0
380,Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,16:10,2h 40m,non-stop,No info,7923.0
381,GoAir,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,5h 50m,1 stop,No info,7378.0
382,Vistara,3/06/2019,Banglore,Delhi,BLR → DEL,19:30,2h 45m,non-stop,No info,4878.0
383,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,27h 20m,1 stop,In-flight meal not included,10844.0
384,Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,08:20,3h,non-stop,No info,7229.0
385,SpiceJet,21/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,5h 15m,1 stop,No info,6297.0
386,SpiceJet,24/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,8h 40m,1 stop,No info,6643.0
387,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,6h 20m,1 stop,No info,26890.0
388,IndiGo,18/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,4h 25m,1 stop,No info,3717.0
389,IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,13:15,2h 20m,non-stop,No info,3597.0
390,Air India,18/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,11h 5m,2 stops,No info,9443.0
391,Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,05:50,16h 55m,1 stop,No info,14069.0
392,Air India,6/03/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,25h 45m,2 stops,No info,14641.0
393,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,13h 55m,1 stop,No info,6442.0
394,Air India,21/03/2019,Delhi,Cochin,DEL → BLR → COK,17:45,5h 15m,1 stop,No info,5704.0
395,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,7h 30m,1 stop,No info,11507.0
396,Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,10:00,9h,1 stop,In-flight meal not included,5406.0
397,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,18h 10m,2 stops,No info,14237.0
398,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21h 20m,1 stop,In-flight meal not included,12373.0
399,Air India,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h 15m,1 stop,No info,8372.0
400,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,13:55,14h 30m,1 stop,No info,17024.0
401,Air India,27/05/2019,Mumbai,Hyderabad,BOM → HYD,21:05,1h 20m,non-stop,No info,3100.0
402,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,12h 55m,1 stop,In-flight meal not included,14053.0
403,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,05:15,2h 25m,non-stop,No info,3540.0
404,Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22h 30m,1 stop,No info,9345.0
405,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,In-flight meal not included,10368.0
406,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,5h 25m,1 stop,No info,26890.0
407,SpiceJet,9/03/2019,Mumbai,Hyderabad,BOM → HYD,08:50,1h 25m,non-stop,No info,5755.0
408,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,7h 15m,1 stop,In-flight meal not included,7832.0
409,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12h 20m,1 stop,No info,14388.0
410,Air India,27/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,20h 10m,2 stops,No info,8839.0
411,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,04:00,2h 50m,non-stop,No info,4423.0
412,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,16h 25m,2 stops,nan,8899.0
413,SpiceJet,21/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,5h 15m,1 stop,No info,5583.0
414,Air Asia,27/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,13h 50m,1 stop,No info,6752.0
415,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,7h 15m,1 stop,In-flight meal not included,7832.0
416,Air India,1/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,27h 5m,2 stops,No info,10991.0
417,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,5h,1 stop,In-flight meal not included,12898.0
418,GoAir,24/05/2019,Banglore,Delhi,BLR → DEL,11:40,2h 50m,non-stop,No info,3398.0
419,Air India,6/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,15h 20m,2 stops,No info,13873.0
420,Air India,15/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,5h 20m,1 stop,No info,7384.0
421,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,10h 10m,1 stop,In-flight meal not included,10262.0
422,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,27h 35m,1 stop,In-flight meal not included,10031.0
423,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,9h 35m,1 stop,In-flight meal not included,12384.0
424,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,28h 10m,1 stop,In-flight meal not included,7757.0
425,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,14h,1 stop,No info,17261.0
426,SpiceJet,1/03/2019,Chennai,Kolkata,MAA → CCU,09:30,2h 35m,non-stop,No info,7298.0
427,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,15:15,2h 55m,non-stop,No info,7229.0
428,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,04:40,2h 35m,non-stop,No info,4174.0
429,Air India,24/04/2019,Kolkata,Banglore,CCU → BLR,14:15,2h 30m,non-stop,No info,9443.0
430,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h 15m,1 stop,No info,15284.0
431,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,7h 55m,1 stop,No info,13759.0
432,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,09:55,8h 50m,1 stop,No info,16092.0
433,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,15h 40m,1 stop,In-flight meal not included,11507.0
434,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 35m,non-stop,No check-in baggage included,3841.0
435,GoAir,1/06/2019,Banglore,Delhi,BLR → DEL,07:45,2h 55m,non-stop,No info,5048.0
436,Air India,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,13h 25m,1 stop,No info,11096.0
437,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,18h 30m,1 stop,No info,19828.0
438,Air India,9/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,38h 15m,2 stops,No info,10598.0
439,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,18:55,3h 5m,non-stop,In-flight meal not included,7229.0
440,Vistara,9/05/2019,Delhi,Cochin,DEL → COK,14:40,3h 10m,non-stop,No info,6216.0
441,Air India,9/06/2019,Banglore,Delhi,BLR → DEL,13:20,2h 50m,non-stop,No info,6961.0
442,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,11h 30m,1 stop,In-flight meal not included,10703.0
443,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,27h 35m,1 stop,nan,8586.0
444,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,20:20,2h 35m,non-stop,No info,4488.0
445,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:00,7h 30m,1 stop,No info,7408.0
446,Jet Airways,18/04/2019,Delhi,Cochin,DEL → COK,11:00,3h 15m,non-stop,In-flight meal not included,5443.0
447,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,9h 35m,1 stop,In-flight meal not included,10539.0
448,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12h 30m,1 stop,No info,7723.0
449,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 20m,1 stop,No info,15411.0
450,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,07:10,3h,non-stop,No info,7229.0
451,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,20:20,2h 35m,non-stop,No info,4804.0
452,SpiceJet,6/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,4h 55m,1 stop,No info,4957.0
453,Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,21:10,2h 45m,non-stop,No info,7591.0
