index,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
289,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,60.45399999999999
290,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,82.337
291,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,5.278
292,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,36.849
293,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,33.522
294,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,92.554
295,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,53.72
296,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,9.856
297,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,100.0
298,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,3.792
299,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,37.059
300,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,19.686
301,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,3.097
302,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,47.122
303,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,45.228
304,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,38.782
305,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,4.796
306,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,2.115
307,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.948
308,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.293
309,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,14.488
310,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,69.668
311,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,100.0
312,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,20.751
313,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,6.962000000000001
314,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,38.436
315,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,68.66
316,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.708
317,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,46.327
318,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,13.348
319,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,22.523000000000003
320,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,32.318000000000005
321,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.329
322,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,18.911
323,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,31.04
324,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,58.588
325,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,75.102
326,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,36.175
327,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,60.063
328,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,74.417
329,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,51.448
330,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,37.912
331,Dominican Republic,DOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,31.141
332,Ecuador,ECU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.466
333,Egypt, Arab Rep.,EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,38.272
334,El Salvador,SLV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,38.516
335,Equatorial Guinea,GNQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,26.144
336,Eritrea,ERI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.059
337,Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,58.304
338,Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,6.65
339,Faeroe Islands,FRO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,22.141
340,Fiji,FJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,30.248
341,Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,56.321000000000005
342,France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,62.607
343,French Polynesia,PYF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,43.217
344,Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,18.33
345,Gambia, The,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,12.331
346,Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,43.559
347,Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,71.697
348,Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,23.797
349,Greece,GRC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,56.453
350,Greenland,GRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,59.806
351,Grenada,GRD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,30.519
352,Guam,GUM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,51.23
353,Guatemala,GTM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,31.768
354,Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.936
355,Guinea-Bissau,GNB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,13.747
356,Guyana,GUY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,29.049
357,Haiti,HTI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,15.975
358,Honduras,HND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,23.318
359,Hong Kong SAR, China,HKG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,85.29299999999999
360,Hungary,HUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,56.335
361,Iceland,ISL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,80.803
362,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,18.032
363,Indonesia,IDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,14.821
364,Iran, Islamic Rep.,IRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.389
365,Iraq,IRQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,44.432
366,Ireland,IRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,46.24
367,Isle of Man,IMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,55.345
368,Israel,ISR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,77.985
369,Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,59.856
370,Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.5
371,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,64.21300000000001
372,Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,52.412
373,Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,44.746
374,Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,7.565
375,Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.918
376,Korea, Dem. Rep.,PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,41.162
377,Korea, Rep.,KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,28.531
378,Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,75.78699999999999
379,Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.511
380,Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,8.02
381,Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,53.663
382,Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,44.039
383,Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,3.96
384,Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,19.291
385,Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,28.197
386,Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,20.315
387,Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,40.443000000000005
388,Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,69.92699999999999
389,Macao SAR, China,MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,95.328
390,Macedonia, FYR,MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,35.214
391,Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.970999999999998
392,Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,4.489
393,Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,27.241
394,Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,11.23
395,Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,11.361
396,Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,90.069
397,Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,36.959
398,Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,7.435
399,Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,33.637
400,Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,51.59
401,Micronesia, Fed. Sts.,FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,22.553
402,Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,24.216
403,Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,100.0
404,Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,37.682
405,Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,19.502
406,Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,29.849
407,Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,4.949
408,Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,19.566
409,Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,18.334
410,Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,3.571
411,Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,60.02
412,New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,38.781
413,New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,76.525
414,Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,40.03
415,Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,5.896
416,Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,15.633
417,Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,52.74100000000001
418,Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,50.998000000000005
419,Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,17.475
420,Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,22.501
421,Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,57.114
422,Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,41.853
423,Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,4.024
424,Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,35.67
425,Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,47.398
426,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,30.555
427,Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,48.527
428,Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,35.344
429,Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,45.933
430,Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,85.693
431,Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.894
432,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,54.626000000000005
433,Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,2.654
434,Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,18.986
435,San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,50.001000000000005
436,Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.805
437,Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,32.373000000000005
438,Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,23.645
439,Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,28.717
440,Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,17.903
441,Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,100.0
442,Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,100.0
443,Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,33.953
444,Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,29.107
445,Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,6.037999999999999
446,Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,17.835
447,South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,46.793
448,South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,8.737
449,Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,57.303
450,Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.592
451,St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,28.269
452,St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,21.696
453,St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,26.394
454,Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,11.232
455,Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,47.297
456,Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,4.335
457,Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,73.295
458,Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,51.67100000000001
459,Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,37.399
460,Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,33.56
461,Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,5.394
462,Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,19.781
463,Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.243
464,Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.94
465,Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,17.929000000000002
466,Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.712
467,Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,37.95
468,Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,32.064
469,Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,46.557
470,Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,48.021
471,Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,16.444000000000003
472,Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,4.617
473,Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,47.542
474,United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,74.383
475,United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,78.374
476,United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,70.377
477,Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,80.462
478,Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,34.238
479,Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,10.583
480,Venezuela, RB,VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,62.875
481,Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,15.031
482,Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,57.864
483,Yemen, Rep.,YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,9.459
484,Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,18.951
485,Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1961,12.821
486,Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,32.780322721748
487,Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,32.057860523755195
488,Central Europe and the Baltics,CEB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,45.866564696018
489,East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,23.651145327486
490,East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,17.8627360333223
491,Euro area,EMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,63.06857819776361
492,Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,56.4498627761764
493,Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,39.453126966090295
494,European Union,EUU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,62.1260278508034
495,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,18.907540755286
496,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,12.9417448911175
497,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,63.8128286903543
498,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,57.8384053913321
499,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,65.2758985974157
500,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,50.8726951441607
501,Latin America & Caribbean (developing only),LAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,46.56671495983901
502,Least developed countries: UN classification,LDC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,10.1294463472791
503,Low & middle income,LMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,22.217955036961303
504,Low income,LIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,12.0584228121593
505,Lower middle income,LMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,20.3087885085135
506,Middle East & North Africa (all income levels),MEA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,36.4767680069794
507,Middle East & North Africa (developing only),MNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,35.3178839653868
508,Middle income,MIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,23.0393061509026
509,North America,NAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,70.7397837119746
510,OECD members,OED,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,63.464489569185886
511,Other small states,OSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,15.2605267340841
512,Pacific island small states,PSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,22.91337529860461
513,Small states,SST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,21.8710659553639
514,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,17.0544103188409
515,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,15.2603620300087
516,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,15.245848209275598
517,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,25.612656737030505
518,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,34.5178204644136
519,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,8.805
520,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,31.015
521,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,33.214
522,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,67.068
523,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,63.462
524,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,11.204
525,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,38.427
526,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,74.767
527,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,53.019
528,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,50.746
529,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,82.337
530,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,64.863
531,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,52.06399999999999
532,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,61.193000000000005
533,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,82.355
534,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,5.497999999999999
535,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,36.922
536,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1962,34.663000000000004
