Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
IndiGo,1/06/2019,Delhi,Cochin,nan,05:10,10:05,1 stop,No info,6842.0,4.916666666666667h
Jet Airways,nan,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,non-stop,In-flight meal not included,4995.0,1.5h
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,1 stop,No info,9555.0,11.666666666666666h
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,non-stop,No info,4077.0,2.75h
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,non-stop,No info,7229.0,2.9166666666666665h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,1 stop,No info,12192.0,10.0h
Air India,12/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,nan,5911.0,2.75h
Air India,12/06/2019,Delhi,nan,DEL → BOM → COK,09:00,19:15,1 stop,No info,8372.0,10.25h
nan,18/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,non-stop,In-flight meal not included,4995.0,1.4166666666666667h
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,14323.0,9.25h
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,2 stops,No info,13014.0,22.916666666666668h
Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,2 stops,No info,13591.0,28.83333333333333h
nan,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,2 stops,No info,18799.0,37.41666666666666h
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,non-stop,No info,3943.0,2.833333333333333h
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,non-stop,No check-in baggage included,1965.0,nanh
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,In-flight meal not included,4995.0,1.5h
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,1 stop,No info,14641.0,25.666666666666668h
Air India,12/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,non-stop,No info,4460.0,2.583333333333333h
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,1 stop,No info,10191.0,6.25h
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,1 stop,In-flight meal not included,13843.0,17.5h
IndiGo,1/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,1 stop,No info,nan,5.75h
Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,4409.0,2.583333333333333h
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,1 stop,No info,17024.0,25.5h
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,1 stop,No info,13727.0,13.916666666666666h
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,non-stop,No info,8855.0,2.9166666666666665h
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,1 stop,No info,12524.0,10.25h
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,nan,20:20,1 stop,nan,13555.0,8.666666666666666h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,1 stop,In-flight meal not included,10844.0,5.5h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,nan,1 stop,No info,13587.0,12.0h
SpiceJet,12/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,non-stop,No check-in baggage included,3543.0,2.25h
Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,non-stop,No info,4842.0,2.25h
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,non-stop,No info,nan,2.833333333333333h
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,1 stop,In-flight meal not included,10577.0,9.166666666666666h
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,1 stop,No info,6979.0,10.416666666666666h
Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,11982.0,2.333333333333333h
SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,1 stop,No info,5264.0,4.5h
Vistara,3/03/2019,Delhi,Cochin,DEL → COK,06:00,09:10,non-stop,No info,8001.0,3.1666666666666665h
Air India,1/06/2019,nan,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,2 stops,No info,10651.0,23.5h
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,1 stop,In-flight meal not included,10844.0,27.33333333333333h
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,1 stop,No info,6601.0,12.583333333333334h
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,1 stop,No info,6587.0,24.25h
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,non-stop,No info,3173.0,1.3333333333333333h
Air India,9/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,non-stop,No info,5228.0,2.75h
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,non-stop,In-flight meal not included,5769.0,3.0h
Jet Airways,nan,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,1 stop,No info,14714.0,11.0h
nan,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,nan,19:00,2 stops,No info,13014.0,13.5h
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,non-stop,nan,3359.0,2.833333333333333h
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,non-stop,No info,6722.0,2.9166666666666665h
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,non-stop,No info,4462.0,nanh
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,1 stop,No info,6171.0,11.25h
Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,2 stops,No info,12303.0,14.583333333333334h
Multiple carriers,21/03/2019,Delhi,nan,DEL → BOM → COK,11:40,01:35 22 Mar,1 stop,No info,7695.0,13.916666666666666h
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,1 stop,No info,5684.0,14.083333333333334h
Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,1 stop,No info,8366.0,15.083333333333334h
Air India,1/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,non-stop,No info,19630.0,2.25h
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,1 stop,In-flight meal not included,13502.0,15.0h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,1 stop,No info,14781.0,12.916666666666666h
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,1 stop,No info,nan,9.0h
Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,1 stop,No info,9929.0,12.25h
Multiple carriers,nan,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,2 stops,No info,18275.0,7.666666666666667h
Air India,9/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,1 stop,No info,4487.0,27.33333333333333h
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,non-stop,No info,2754.0,1.4166666666666667h
Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,nan,No info,2575.0,1.3333333333333333h
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,1 stop,No info,8224.0,5.5h
Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,1 stop,No info,8991.0,11.75h
IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,non-stop,No info,5000.0,3.25h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,1 stop,nan,8529.0,24.916666666666668h
Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,1 stop,No info,14042.0,27.33333333333333h
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,non-stop,In-flight meal not included,4030.0,2.9166666666666665h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,1 stop,In-flight meal not included,10844.0,17.083333333333332h
IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,non-stop,No info,4804.0,2.6666666666666665h
Multiple carriers,27/05/2019,Delhi,Cochin,nan,17:30,01:30 28 May,1 stop,In-flight meal not included,7308.0,8.0h
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823.0,3.0h
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,1 stop,In-flight meal not included,10262.0,27.58333333333333h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,1 stop,In-flight meal not included,12898.0,7.5h
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,2 stops,No info,12778.0,22.916666666666668h
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,1 stop,No info,14871.0,8.583333333333334h
Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,2 stops,No info,8708.0,29.916666666666668h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,1 stop,In-flight meal not included,10844.0,22.25h
SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,non-stop,No info,4129.0,1.3333333333333333h
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,non-stop,No info,4804.0,2.6666666666666665h
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,08:20,nan,non-stop,No info,7229.0,3.0h
nan,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,1 stop,In-flight meal not included,7832.0,12.166666666666666h
SpiceJet,18/03/2019,Chennai,Kolkata,nan,09:30,12:05,non-stop,No info,3859.0,2.583333333333333h
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,1 stop,No info,nan,11.75h
Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,non-stop,No info,4878.0,2.583333333333333h
IndiGo,3/05/2019,Mumbai,nan,BOM → HYD,nan,04:05,non-stop,nan,2754.0,1.5h
nan,nan,Banglore,Delhi,BLR → DEL,07:00,09:40,non-stop,No info,nan,2.6666666666666665h
Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,5216.0,2.583333333333333h
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,2 stops,In-flight meal not included,10368.0,22.916666666666668h
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,2 stops,No info,8146.0,14.666666666666666h
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,1 stop,No info,12242.0,15.416666666666666h
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,1 stop,In-flight meal not included,nan,7.25h
Air India,6/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,2 stops,No info,10939.0,20.166666666666668h
Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,2 stops,No info,11753.0,20.75h
SpiceJet,24/04/2019,nan,nan,CCU → BLR,17:10,19:40,non-stop,No info,4174.0,2.5h
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 22 May,1 stop,In-flight meal not included,10844.0,23.83333333333333h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 04 Jun,1 stop,No info,14714.0,27.0h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,1 stop,In-flight meal not included,nan,5.5h
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,1 stop,No info,14871.0,11.833333333333334h
IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,non-stop,No info,7295.0,2.25h
Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 07 Jun,2 stops,No info,13465.0,24.5h
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No check-in baggage included,3543.0,2.333333333333333h
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 Jun,1 stop,No info,7198.0,6.5h
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 02 Jun,1 stop,In-flight meal not included,10262.0,20.416666666666668h
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,non-stop,No info,4148.0,2.583333333333333h
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,non-stop,nan,8016.0,2.9166666666666665h
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 10 Jun,1 stop,In-flight meal not included,10262.0,5.583333333333333h
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,non-stop,No check-in baggage included,3841.0,2.5h
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30 13 Mar,1 stop,No info,11507.0,14.75h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,1 stop,No info,14781.0,12.333333333333334h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,1 stop,No info,16079.0,25.5h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 May,1 stop,In-flight meal not included,12898.0,5.583333333333333h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,1 stop,No info,15353.0,11.75h
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,non-stop,No info,7303.0,2.9166666666666665h
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,1 stop,No info,6197.0,5.666666666666667h
Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,1 stop,No info,8996.0,4.083333333333333h
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,1 stop,No info,6528.0,8.0h
GoAir,9/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,non-stop,No info,4239.0,2.75h
nan,12/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,non-stop,No info,4148.0,2.6666666666666665h
SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 25 May,non-stop,No info,3971.0,2.9166666666666665h
Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,1 stop,No info,5192.0,15.916666666666666h
Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 10 Apr,2 stops,No info,9483.0,23.166666666666668h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,2 stops,No info,18804.0,7.333333333333333h
Air India,18/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,non-stop,No info,5201.0,2.833333333333333h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,1 stop,No info,16079.0,7.5h
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,non-stop,nan,7229.0,3.0h
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 28 May,1 stop,No info,6795.0,7.75h
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 10 May,1 stop,No info,10953.0,nanh
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 25 Jun,2 stops,No info,15965.0,10.416666666666666h
Air India,nan,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 10 Apr,2 stops,No info,9968.0,30.33333333333333h
IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 Jun,nan,No info,4804.0,2.583333333333333h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,1 stop,No info,16079.0,9.0h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,2 stops,In-flight meal not included,11507.0,15.166666666666666h
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 Jun,2 stops,No info,11542.0,28.33333333333333h
Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,No info,7229.0,nanh
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,non-stop,In-flight meal not included,4544.0,2.75h
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,1 stop,No info,6496.0,4.916666666666667h
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Jun,non-stop,No info,4804.0,2.6666666666666665h
Air India,01/03/2019,Banglore,nan,BLR → CCU → DEL,11:05,09:15 02 Mar,1 stop,No info,13439.0,22.166666666666668h
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,1 stop,In-flight meal not included,6540.0,10.166666666666666h
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 02 Jun,non-stop,No info,4591.0,2.833333333333333h
IndiGo,18/03/2019,Banglore,New Delhi,nan,16:15,20:35,1 stop,No info,4437.0,4.333333333333333h
Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 22 Mar,1 stop,No info,6151.0,11.0h
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,non-stop,In-flight meal not included,7754.0,3.0h
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 25 Jun,1 stop,In-flight meal not included,10262.0,22.58333333333333h
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,nan,22:00,non-stop,nan,8016.0,3.083333333333333h
SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,non-stop,No check-in baggage included,nan,2.6666666666666665h
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,non-stop,No info,4668.0,2.833333333333333h
Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,nan,1 stop,No info,14594.0,21.08333333333333h
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,04:45 25 Mar,1 stop,No info,14231.0,11.833333333333334h
Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 16 May,1 stop,No info,8425.0,25.58333333333333h
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,1 stop,No info,9646.0,15.416666666666666h
IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,nan,No info,nan,2.4166666666666665h
Air Asia,9/04/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,1 stop,No info,5162.0,3.6666666666666665h
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,non-stop,No info,6860.0,2.9166666666666665h
nan,15/04/2019,Delhi,Cochin,DEL → COK,06:00,09:10,non-stop,No info,6216.0,3.1666666666666665h
Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,1 stop,No info,5192.0,11.833333333333334h
IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,non-stop,No info,4823.0,2.833333333333333h
SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,non-stop,No check-in baggage included,3919.0,2.833333333333333h
IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,non-stop,No info,2754.0,1.5h
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,1 stop,No info,9315.0,11.5h
nan,27/03/2019,nan,Cochin,DEL → BOM → COK,10:00,18:50,1 stop,No info,11667.0,8.833333333333334h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,1 stop,In-flight meal not included,6224.0,20.25h
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,2 stops,No info,13349.0,20.166666666666668h
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 16 Mar,1 stop,In-flight meal not included,11087.0,16.083333333333332h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 07 Mar,1 stop,nan,15603.0,12.583333333333334h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 May,2 stops,No info,15129.0,17.083333333333332h
IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4823.0,3.0h
Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,1 stop,No info,8452.0,15.5h
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,1 stop,No info,12524.0,11.5h
SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,3384.0,2.333333333333333h
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 02 Jun,1 stop,In-flight meal not included,10262.0,23.75h
SpiceJet,nan,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No check-in baggage included,1965.0,1.5h
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,nan,00:50 19 May,non-stop,No info,4804.0,2.583333333333333h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 28 May,1 stop,nan,16079.0,24.75h
Jet Airways,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 02 Jun,2 stops,No info,nan,21.58333333333333h
Air Asia,9/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,1 stop,No info,6751.0,5.5h
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,1 stop,No info,8669.0,12.25h
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,nan,1 stop,No info,14871.0,8.083333333333334h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,12898.0,5.0h
SpiceJet,6/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,non-stop,No check-in baggage included,3919.0,2.833333333333333h
Multiple carriers,1/03/2019,Delhi,Cochin,nan,12:50,19:15,1 stop,No info,36983.0,6.416666666666667h
IndiGo,3/06/2019,Chennai,nan,MAA → CCU,19:35,21:55,non-stop,No info,nan,2.333333333333333h
Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,non-stop,No info,10741.0,2.75h
Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 07 Jun,2 stops,No info,11432.0,12.75h
Jet Airways,12/03/2019,Banglore,nan,BLR → BOM → DEL,18:55,10:45 13 Mar,1 stop,nan,11087.0,15.833333333333334h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,2 stops,No info,nan,27.0h
Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,07:40 16 Jun,3 stops,No info,10493.0,26.416666666666668h
GoAir,09/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,non-stop,No info,7631.0,2.9166666666666665h
Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 07 Jun,2 stops,No info,13381.0,24.83333333333333h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 07 Jun,1 stop,No info,13731.0,8.666666666666666h
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 22 May,2 stops,No info,11911.0,25.75h
nan,18/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 19 Apr,non-stop,No info,4591.0,2.833333333333333h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,1 stop,No info,14848.0,6.25h
Multiple carriers,nan,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,1 stop,No info,8266.0,10.5h
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 19 May,2 stops,No info,12392.0,26.0h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 13 Jun,1 stop,No info,13044.0,17.083333333333332h
Jet Airways,21/05/2019,nan,Cochin,DEL → BOM → COK,07:05,04:25 22 May,1 stop,In-flight meal not included,12898.0,21.33333333333333h
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 Mar,1 stop,No info,12242.0,5.583333333333333h
