mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
9,21,2,US,,SFO,2521,8.25,318,-33
7,20,3,OH,,JFK,187,9.83,92,-17
8,20,6,OH,,LGA,292,14,98,-19
10,10,1,AA,,ORD,1515,14.5,245,-1
5,28,6,OH,,JFK,267,16.25,105,36
8,26,5,HA,,OGG,100,9.52,34,2
3,2,3,WN,,SMF,373,9.5,80,-4
6,31,4,OH,,LGA,431,12.57,112,22
2,27,4,AA,,JFK,1623,7.17,235,19
5,4,3,AA,,ORD,733,18.08,140,102
1,22,5,B6,,JFK,1069,6,175,37
9,1,3,HA,,OGG,100,8.67,34,-6
1,19,2,B6,,JFK,1069,6,175,16
9,22,3,AA,,LGA,733,16.08,160,12
5,22,0,UA,,JFK,2586,17.33,413,21
11,15,1,UA,,ORD,1739,12.28,274,23
11,1,1,WN,,SJC,342,8.58,75,230
5,7,6,AA,,LGA,733,17.5,160,205
1,1,5,OO,,ORD,177,11.2,65,1
2,27,4,AA,,ORD,733,6.83,120,12
7,1,5,WN,,SJC,948,19.17,145,4
4,8,4,UA,,OGG,2338,21.5,290,16
8,14,0,OO,,ORD,584,14.45,111,188
9,17,5,WN,,SJC,417,21.67,80,-1
5,11,3,WN,,SMF,1442,6.83,195,-16
10,21,5,UA,,ORD,1440,17.35,235,77
0,6,0,UA,,SFO,2586,11.67,335,26
2,31,1,B6,,JFK,274,9,94,5
1,20,3,WN,,SJC,621,18.17,110,32
4,10,6,OH,,ORD,264,9.25,76,-9
8,12,5,WN,,SMF,397,16.17,80,23
5,22,0,AA,,LGA,1389,15.17,235,62
8,15,1,AA,,ORD,606,11.67,115,9
0,20,0,AA,,LGA,1389,12.75,250,-17
10,30,0,AA,,ORD,802,11,160,-30
2,12,3,UA,,SFO,2419,8,300,18
6,12,6,UA,,ORD,1745,18.67,261,81
0,3,4,UA,,ORD,416,17.15,89,56
9,30,4,WN,,SJC,948,19.58,150,113
1,3,0,WN,,SJC,386,9.42,80,104
8,2,2,AA,,JFK,2475,7.75,350,-18
7,14,4,OO,,SFO,238,7.65,77,-5
8,5,5,AA,,ORD,403,9.83,90,-25
3,3,4,OH,,JFK,740,16.67,178,57
2,6,4,B6,,JFK,1005,8.17,190,-13
7,11,1,AA,,LGA,1389,12.75,225,80
4,22,4,AA,,JFK,2475,6.42,350,5
6,20,0,OO,,SFO,522,11,92,18
10,2,0,US,,ORD,678,9.92,115,-9
4,23,5,UA,,SFO,2447,9,335,-5
2,7,5,WN,,SMF,389,21.92,75,25
7,6,3,HA,,OGG,100,11.08,34,-7
10,21,5,AA,,JFK,1090,7.5,200,54
5,13,5,UA,,ORD,612,13.08,111,13
7,22,5,UA,,ORD,802,16.85,148,17
8,13,6,AA,,ORD,802,7.58,140,21
1,15,5,AA,,SFO,337,21.42,80,29
7,17,0,HA,,OGG,121,9.08,36,-6
6,14,1,OH,,JFK,267,13.92,93,12
8,13,6,WN,,SMF,404,18.33,85,-4
9,22,3,OO,,SFO,963,14.83,152,-2
9,24,5,AA,,LGA,733,17,160,-18
9,19,0,AA,,ORD,740,17.17,145,-17
0,6,0,OO,,SFO,250,22.58,81,26
9,11,6,AA,,ORD,802,12.58,140,-7
7,14,4,OO,,SFO,153,20.47,58,18
5,6,5,AA,,ORD,925,12.17,160,20
6,22,2,US,,LGA,185,13,65,-5
5,20,5,OO,,ORD,196,13,60,-2
8,20,6,WN,,SJC,569,10.33,105,-8
0,17,4,OH,,LGA,292,19,101,79
0,16,3,US,,ORD,678,13.83,126,-15
2,16,0,AA,,SFO,2704,23.42,320,55
0,21,1,UA,,SFO,550,22.5,102,33
9,15,3,UA,,ORD,264,15.83,83,-24
5,12,4,OO,,ORD,1118,10.52,179,47
2,18,2,UA,,ORD,1739,15.38,266,16
10,22,6,OO,,SFO,191,10.4,66,131
2,13,4,WN,,TUS,365,9.33,75,18
11,28,0,WN,,SFO,967,19.67,150,37
4,2,5,UA,,ORD,1440,12.33,226,17
0,31,4,OO,,ORD,462,12.73,101,266
4,30,5,OO,,SFO,326,13.08,70,36
3,21,1,US,,SMF,647,12.57,111,53
1,13,3,UA,,ORD,678,20.92,117,66
9,8,3,UA,,SMF,910,10.92,140,-16
1,23,6,OO,,TUS,639,6,113,4
10,22,6,HA,,OGG,100,6.4,34,3
6,24,4,WN,,SJC,188,17,55,5
0,7,1,OO,,SFO,250,13.83,79,123
3,22,2,OO,,SFO,250,13.97,81,-1
3,11,5,AA,,LGA,1389,13.75,225,40
7,28,4,AA,,LGA,1389,19.58,225,34
10,7,5,WN,,SMF,480,14,85,-10
5,10,2,OO,,ORD,157,16.77,55,-5
9,29,3,WN,,SMF,479,6.5,90,-10
2,30,0,UA,,ORD,334,16.83,86,58
7,19,2,UA,,ORD,783,16.92,131,140
7,7,4,UA,,ORD,612,19.08,111,85
4,12,1,OO,,ORD,557,8.38,112,-3
9,15,3,UA,,ORD,589,6,108,-11
1,20,3,WN,,TUS,365,18.08,75,45
3,14,1,B6,,JFK,944,12.17,173,5
9,3,5,OO,,ORD,773,9.13,122,119
3,21,1,UA,,ORD,733,14,139,155
10,13,4,UA,,ORD,733,15.98,142,60
9,28,2,AA,,JFK,944,15.5,175,-8
3,23,3,UA,,ORD,137,13.5,54,31
7,1,5,AA,,ORD,925,12.17,160,16
4,24,6,UA,,SFO,337,10.33,86,18
7,15,5,OH,,JFK,382,9.92,108,-13
5,3,2,AA,,ORD,1437,19.58,210,161
9,18,6,US,,ORD,1515,8.5,232,-11
4,4,0,OH,,JFK,425,15.42,108,0
7,17,0,UA,,ORD,528,13.13,101,-3
0,2,3,UA,,ORD,1437,20.33,242,-13
1,10,0,WN,,SMF,373,22.17,80,-20
6,8,2,OH,,LGA,292,15,101,89
8,16,2,OO,,ORD,911,11.97,152,-22
5,20,5,UA,,ORD,802,9.68,142,2
0,2,3,AA,,JFK,2586,8.75,395,-11
7,30,6,UA,,ORD,1721,12.75,264,8
4,26,1,UA,,LGA,733,7.03,148,13
10,6,4,OO,,SFO,238,13.42,80,-11
0,9,3,AA,,LGA,1097,17.08,190,3
2,16,0,UA,,SFO,1846,9.75,254,71
2,17,1,AA,,SJC,1476,17.58,200,92
2,4,2,WN,,TUS,367,18.92,70,-4
10,19,3,OO,,SFO,363,17.55,81,49
8,5,5,HA,,OGG,100,18.43,34,4
7,4,1,WN,,SJC,188,9.33,55,-9
0,27,0,WN,,SJC,333,22,70,111
3,11,5,AA,,SFO,2586,11.33,340,48
11,16,2,OO,,ORD,264,6,73,24
7,8,5,OO,,ORD,174,22.17,57,-13
0,11,5,US,,LGA,214,8,74,29
5,27,5,AA,,LGA,1097,19.2,183,256
1,27,3,B6,,JFK,228,11.92,75,-18
9,20,1,OO,,SFO,86,13.58,49,34
2,7,5,OO,,ORD,911,17.83,159,19
2,6,4,OH,,LGA,641,19.5,142,-1
11,27,6,WN,,SJC,417,19.33,80,-2
0,2,3,UA,,ORD,416,20.72,93,51
5,2,1,US,,SJC,386,20.42,91,-21
0,21,1,UA,,SFO,599,13.08,108,190
7,7,4,AA,,ORD,258,19.42,70,7
0,1,2,OH,,JFK,213,18.5,115,105
9,15,3,UA,,ORD,589,17.98,117,-10
1,29,5,WN,,SJC,342,9.5,75,-7
11,26,5,AA,,SFO,2586,11.83,330,3
6,7,1,AA,,ORD,403,12.33,85,147
2,11,2,UA,,ORD,1781,10.6,268,89
4,9,5,OH,,LGA,834,8.98,169,17
1,17,0,UA,,SFO,651,8.67,117,2
2,7,5,UA,,SFO,2586,13.5,324,67
11,9,2,WN,,SJC,386,12.67,80,-1
0,16,3,AA,,LGA,1389,16.98,255,17
11,24,3,UA,,ORD,589,11.17,107,23
5,22,0,UA,,ORD,612,8.98,107,58
2,8,6,WN,,SFO,414,13.83,90,-12
6,8,2,UA,,SFO,1504,11.52,214,1
7,25,1,UA,,ORD,888,18.68,161,-7
8,25,4,AA,,JFK,2248,16.5,345,19
3,4,5,B6,,LGA,950,14.92,176,17
6,10,4,WN,,SMF,397,7.92,80,-6
5,17,2,OO,,ORD,116,21.18,51,-11
2,5,3,WN,,SMF,605,20.67,110,2
1,2,6,B6,,JFK,2586,18.42,405,17
9,12,0,AA,,ORD,1197,15.33,180,-8
4,12,1,UA,,ORD,594,13.52,108,-4
2,2,0,UA,,LGA,1619,15.5,271,1
8,24,3,UA,,ORD,719,18.33,141,108
7,27,3,UA,,ORD,334,7.58,86,-8
11,24,3,OO,,SFO,86,12.9,43,124
7,19,2,B6,,JFK,1182,20.5,208,-1
11,2,2,UA,,ORD,1012,17.1,159,-14
5,1,0,WN,,SFO,651,16.08,120,34
6,22,2,WN,,SMF,480,7.08,90,-8
1,5,2,AA,,ORD,733,10.67,125,43
8,29,1,UA,,ORD,612,18.08,109,-13
4,10,6,OO,,ORD,1041,8.58,171,17
11,24,3,AA,,JFK,1746,17,285,113
7,18,1,US,,ORD,599,15.92,113,-15
4,9,5,AA,,ORD,334,11.92,85,-10
10,20,4,AA,,ORD,1723,16.75,270,7
2,16,0,UA,,SFO,679,10.72,121,25
4,3,6,AA,,JFK,1090,15.92,180,87
8,12,5,WN,,SMF,479,20.83,85,-2
10,11,2,B6,,JFK,1069,11.08,185,-34
4,8,4,UA,,ORD,888,11.92,154,27
11,26,5,WN,,SJC,188,12.5,55,100
11,12,5,OO,,ORD,409,13.23,89,-11
9,7,2,AA,,JFK,1090,12,170,69
0,15,2,UA,,SFO,337,14,86,30
4,15,4,OO,,SFO,522,7.05,91,-3
11,19,5,OO,,SFO,326,15.3,72,41
11,28,0,AA,,ORD,867,17.08,135,-11
3,30,3,OO,,SFO,363,18.17,77,-9
4,29,4,AA,,LGA,950,9.25,170,5
11,5,5,UA,,ORD,1197,8.32,187,14
3,5,6,OO,,SJC,585,13,114,21
2,18,2,WN,,SJC,697,11,125,-4
0,5,6,WN,,SJC,308,18.92,70,26
11,18,4,WN,,SJC,333,19.5,70,160
3,11,5,WN,,SMF,389,14.08,75,48
3,16,3,AA,,ORD,258,21.5,65,87
6,16,3,UA,,ORD,612,19.08,111,110
5,27,5,B6,,SJC,324,15.67,74,0
10,17,1,OO,,ORD,466,20.32,101,93
6,10,4,OO,,ORD,466,20.83,99,34
6,23,3,UA,,SFO,372,12.45,90,56
10,16,0,US,,ORD,678,7.25,124,57
6,6,0,US,,JFK,2248,9.67,335,33
2,12,3,OH,,LGA,641,8.75,153,42
2,31,1,OO,,SJC,585,13,114,-19
4,31,6,B6,,JFK,1028,13.5,168,84
6,15,2,OO,,ORD,122,16.97,49,9
7,27,3,WN,,SMF,397,20.58,80,-8
7,16,6,WN,,SJC,417,20.17,80,1
0,28,1,UA,,ORD,723,16.68,119,97
10,24,1,US,,ORD,599,6,114,-3
2,18,2,UA,,ORD,1144,18.65,170,38
6,19,6,US,,ORD,1440,17.17,218,12
10,22,6,UA,,OGG,84,16.2,40,0
5,11,3,OH,,JFK,184,16.17,100,-25
4,19,1,OH,,LGA,461,14.75,113,27
0,4,5,B6,,ORD,740,19,139,-23
0,25,5,AA,,JFK,2446,18.33,385,-32
6,17,4,OO,,TUS,451,10.75,92,-11
7,10,0,UA,,ORD,612,18.08,111,54
5,27,5,HA,,OGG,100,6.03,34,-10
11,1,1,WN,,SFO,447,6,90,67
5,5,4,UA,,ORD,867,8.02,136,6
7,7,4,B6,,JFK,228,15.5,88,34
0,10,4,B6,,JFK,187,8.92,80,-9
4,16,5,B6,,JFK,1069,10.83,177,-8
4,15,4,UA,,JFK,2586,21.25,401,2
4,26,1,B6,,JFK,541,14.92,121,0
0,30,3,AA,,ORD,925,18.92,165,13
2,20,4,B6,,LGA,1076,16.25,190,55
9,15,3,OO,,ORD,264,9.67,70,-18
1,3,0,AA,,ORD,403,15.5,90,46
9,9,4,AA,,SFO,1464,11,210,-11
11,6,6,WN,,SMF,373,19.25,80,-6
6,11,5,OO,,ORD,286,21.82,83,81
4,11,0,AA,,ORD,258,19.42,65,64
10,14,5,US,,LGA,214,15,70,-8
10,9,0,OH,,LGA,431,11.33,120,28
6,4,5,UA,,SFO,192,10.07,63,115
0,26,6,OO,,SFO,372,7.33,88,-7
10,16,0,B6,,JFK,2421,20.33,398,26
7,14,4,OO,,ORD,462,21.23,99,-21
9,17,5,WN,,SJC,333,20.08,70,-1
5,19,4,OH,,JFK,508,16.17,140,83
6,21,1,UA,,ORD,1745,8.92,257,16
6,16,3,UA,,SFO,414,13.3,102,17
1,14,4,UA,,ORD,678,7.6,116,-8
7,8,5,AA,,LGA,1097,19.2,183,69
5,3,2,OH,,JFK,187,19.25,104,16
3,13,0,AA,,ORD,647,16.33,115,5
7,10,0,AA,,ORD,802,6.67,135,23
7,1,5,OO,,TUS,639,8.67,117,27
2,22,6,OO,,ORD,760,8.57,125,97
10,18,2,UA,,LGA,733,11,159,-30
3,2,3,AA,,SJC,1476,12.25,200,-1
2,19,3,WN,,SJC,308,6.5,70,2
6,19,6,HA,,OGG,100,22.17,34,32
11,18,4,US,,SJC,386,10.08,83,-2
7,7,4,AA,,TUS,813,8.25,135,-5
3,1,2,UA,,ORD,612,7,107,3
1,21,4,WN,,SJC,386,16.92,80,33
9,28,2,UA,,ORD,416,20.82,92,-7
9,7,2,AA,,SJC,1476,8.92,200,-4
0,10,4,WN,,SMF,479,21.08,85,18
0,20,0,AA,,LGA,733,15.58,160,-23
11,11,4,OO,,ORD,606,12.82,119,55
1,12,2,AQ,,OGG,2513,13.17,305,7
6,7,1,AA,,ORD,1726,18.83,255,108
8,10,3,UA,,ORD,719,20.75,128,-3
1,18,1,AA,,SFO,1846,10.92,255,85
0,11,5,OO,,SFO,451,12,94,109
0,26,6,UA,,JFK,2586,11.17,394,165
9,21,2,OO,,SFO,599,7.5,107,-2
11,20,6,B6,,JFK,1005,18.92,200,206
4,12,1,UA,,ORD,1721,12.05,260,16
5,16,1,US,,ORD,1515,8.5,229,5
1,19,2,UA,,ORD,1249,20.17,218,136
6,31,4,US,,SFO,651,15.58,120,-3
7,25,1,WN,,SJC,948,11.33,145,-9
0,20,0,OO,,SFO,522,9.17,93,-4
8,7,0,OO,,SFO,86,19.25,40,-6
4,18,0,OH,,LGA,478,16.25,133,-10
2,6,4,OH,,LGA,896,9.2,181,28
6,19,6,WN,,SFO,1855,16.75,250,-17
2,26,3,AA,,JFK,2475,17,379,37
7,13,3,US,,LGA,214,19,73,-7
1,11,1,OH,,JFK,508,8.58,143,22
7,11,1,AA,,LGA,887,12.98,160,154
0,7,1,UA,,ORD,612,19,106,207
8,6,6,UA,,SFO,2338,9.13,313,-26
5,15,0,OO,,ORD,438,18.32,94,43
7,22,5,HA,,OGG,100,20.58,34,-2
6,18,5,HA,,OGG,2640,14.5,320,82
1,26,2,US,,ORD,678,9.75,122,64
1,11,1,OO,,SFO,86,9.27,43,168
4,28,3,UA,,ORD,1498,20.68,240,-8
6,12,6,US,,LGA,185,16,71,-3
8,15,1,UA,,ORD,316,18.57,73,-17
3,2,3,UA,,JFK,2586,17.67,402,69
0,7,1,UA,,ORD,925,17.67,169,135
5,28,6,OO,,ORD,412,8.92,86,20
0,3,4,US,,OGG,2845,23.73,341,21
10,26,3,OO,,SFO,191,22.5,61,1
10,16,0,OO,,SFO,192,8.1,58,-12
5,6,5,UA,,ORD,1745,8.1,258,39
10,15,6,UA,,ORD,594,13.72,105,47
10,29,6,UA,,SFO,2704,11.57,335,32
3,29,2,AA,,JFK,2475,7.75,360,20
0,25,5,AA,,LGA,733,18.25,164,38
0,8,2,AA,,JFK,2586,11,379,82
1,8,5,OH,,LGA,478,17.02,130,14
0,2,3,UA,,ORD,733,10,131,37
0,3,4,OO,,ORD,606,11.75,120,17
2,31,1,UA,,ORD,1745,10,261,37
10,26,3,OO,,SFO,262,15.9,79,50
3,22,2,US,,LGA,544,10,127,-4
8,17,3,B6,,LGA,1076,13.08,175,1
2,11,2,B6,,LGA,1076,21.75,170,12
8,21,0,WN,,SMF,373,13.17,85,-12
10,9,0,UA,,ORD,719,13.17,148,36
2,1,6,B6,,JFK,2421,19.42,398,11
1,15,5,OO,,ORD,522,8.3,110,36
8,14,0,B6,,JFK,829,13.42,149,-17
8,7,0,OO,,SMF,373,18.45,88,-4
7,21,4,UA,,ORD,612,16.08,111,118
1,23,6,US,,SFO,651,17.25,115,135
0,11,5,OH,,LGA,478,17.02,130,101
3,29,2,UA,,ORD,334,13.42,87,111
4,19,1,UA,,ORD,1781,10.33,267,-15
0,9,3,WN,,SJC,342,15.75,75,-10
5,21,6,WN,,SJC,296,18.67,60,-5
8,13,6,US,,SFO,2254,13.75,276,-4
8,9,2,UA,,ORD,1723,16.88,263,-14
11,3,3,AA,,SFO,1736,13.08,220,6
2,2,0,UA,,ORD,733,11,126,27
6,16,3,UA,,SFO,451,12.85,92,56
7,26,2,UA,,ORD,1723,17.75,250,61
4,11,0,WN,,SMF,389,9.42,75,-6
8,14,0,AA,,ORD,802,8.58,145,7
2,31,1,OH,,ORD,264,16.25,74,171
9,31,5,HA,,OGG,84,11.9,31,-5
4,15,4,B6,,SMF,2521,23.92,320,21
1,13,3,WN,,SJC,569,13.58,105,29
8,8,1,AA,,ORD,1041,14.33,165,3
7,19,2,OO,,SFO,78,16,42,160
7,29,5,AA,,ORD,1118,19.25,170,-6
5,7,6,AA,,ORD,1515,14.75,225,57
8,19,5,US,,ORD,678,16.42,125,29
5,7,6,US,,ORD,678,13.83,127,-14
5,16,1,B6,,JFK,1576,6,219,-8
5,26,4,OO,,SFO,896,16.05,150,31
5,1,0,US,,ORD,599,17.75,115,-19
7,10,0,UA,,SFO,1846,13.53,246,-9
9,26,0,OO,,ORD,588,8.18,116,-9
2,1,6,UA,,SFO,326,9.08,72,-17
9,19,0,US,,SMF,397,10.13,82,-11
5,26,4,US,,SMF,2244,22.5,280,29
6,16,3,OH,,JFK,187,22.17,101,69
11,1,1,AA,,LGA,733,7.83,160,23
7,16,6,UA,,SFO,1846,11.73,251,47
10,21,5,B6,,JFK,1074,10.18,197,46
10,7,5,OO,,SFO,77,7,40,0
10,29,6,OO,,ORD,130,16.8,53,-10
4,13,2,WN,,SJC,188,21.08,55,-16
9,16,4,UA,,ORD,334,10.75,92,-25
5,3,2,OH,,JFK,483,16.67,139,36
6,17,4,WN,,SJC,333,6.75,75,-2
1,6,3,B6,,JFK,1182,7.58,208,68
9,27,1,UA,,ORD,137,13.63,59,42
3,8,2,OO,,ORD,911,14.75,152,-5
5,15,0,UA,,ORD,1162,11.93,185,17
10,19,3,US,,ORD,1440,7.33,243,-2
6,9,3,AA,,JFK,2421,16.75,370,171
10,11,2,UA,,ORD,1846,9.2,293,24
7,24,0,AA,,ORD,802,12.83,145,-16
11,28,0,UA,,ORD,733,18.08,141,-29
2,10,1,WN,,SMF,373,13.25,80,3
11,3,3,OH,,ORD,740,14.5,159,26
1,25,1,AA,,ORD,1437,9.67,225,42
11,14,0,UA,,ORD,642,13.22,115,6
0,27,0,AA,,ORD,1515,12.33,240,164
0,7,1,AA,,ORD,334,16.08,90,172
7,7,4,UA,,ORD,296,7.97,72,-12
10,30,0,UA,,SFO,1846,22.7,243,9
9,18,6,UA,,SFO,2367,16.5,324,-6
2,5,3,UA,,ORD,719,10.67,127,81
8,28,0,AA,,LGA,761,9.98,160,26
6,14,1,OH,,LGA,834,12.25,162,48
0,20,0,OO,,ORD,557,10,119,77
9,30,4,B6,,JFK,2248,9.75,341,-21
6,19,6,WN,,SMF,358,15.5,70,-7
9,26,0,AA,,ORD,235,13.83,80,-3
0,11,5,UA,,ORD,1005,13.17,153,21
8,8,1,UA,,OGG,2338,21.25,288,4
5,17,2,AA,,ORD,1249,18.67,205,145
10,23,0,OH,,LGA,722,9.1,168,-39
9,11,6,US,,ORD,599,9.5,116,-15
3,28,1,UA,,ORD,733,16.92,136,89
0,26,6,AA,,LGA,733,18.25,164,-25
3,19,6,WN,,TUS,367,8,70,9
5,10,2,UA,,ORD,1846,12.73,264,49
6,12,6,B6,,JFK,2576,7.83,362,-11
6,2,3,UA,,ORD,719,10.45,133,66
3,11,5,B6,,ORD,740,12,130,41
5,24,2,AA,,LGA,1097,6,170,27
2,15,6,OO,,ORD,606,17.58,120,90
3,17,4,AA,,ORD,802,15.17,150,54
4,9,5,WN,,SMF,373,20,85,24
8,6,6,AA,,ORD,733,19.5,135,30
0,23,3,UA,,SFO,337,19,92,79
10,6,4,OH,,JFK,382,11.67,100,-30
10,5,3,AA,,ORD,1144,17.75,175,26
8,29,1,OH,,LGA,461,17.83,118,107
4,4,0,AA,,LGA,733,18.42,160,-19
7,1,5,OH,,LGA,866,21.5,159,57
7,21,4,AA,,JFK,2421,16.75,385,20
9,28,2,UA,,ORD,606,6.52,121,35
5,1,0,UA,,ORD,723,14.22,123,83
3,18,5,AA,,ORD,258,7.25,65,1
10,29,6,OH,,JFK,892,11.42,165,20
3,25,5,HA,,OGG,100,8.67,34,3
7,8,5,OO,,SFO,262,12.8,74,42
7,20,3,US,,LGA,185,11,83,-7
0,18,5,OO,,ORD,196,16.78,64,13
10,7,5,OH,,JFK,425,19.42,141,32
5,23,1,UA,,ORD,867,15.82,148,17
9,31,5,UA,,SFO,2565,22.25,323,-5
3,11,5,B6,,JFK,1028,13.67,173,67
6,19,6,OO,,SFO,191,17.9,70,34
10,19,3,UA,,ORD,763,19.9,124,-24
5,13,5,US,,SFO,2254,22.25,284,-11
5,4,3,AA,,JFK,2475,19.25,370,97
0,5,6,AA,,TUS,813,15.5,130,-8
8,21,0,OO,,ORD,462,9.78,96,190
6,26,6,B6,,JFK,2465,7.83,350,26
4,12,1,WN,,SMF,480,6.42,90,-8
3,21,1,OO,,ORD,491,7.63,97,-15
3,18,5,UA,,ORD,334,15,87,36
5,6,5,AA,,ORD,802,10.83,140,21
10,13,4,B6,,JFK,301,20.92,101,54
5,23,1,US,,LGA,544,6.58,114,-1
4,26,1,B6,,JFK,2465,18.5,374,35
2,14,5,OO,,ORD,160,7.65,56,-18
1,23,6,WN,,SJC,1838,7.5,245,-20
2,22,6,WN,,SJC,333,16,70,-3
11,29,1,AA,,JFK,2586,9,405,181
11,25,4,B6,,JFK,1005,18.92,200,-34
5,24,2,AA,,ORD,4243,9,540,-2
8,7,0,UA,,ORD,642,18.67,119,-15
7,19,2,UA,,ORD,1846,9.08,271,92
1,22,5,OO,,SMF,86,14.67,45,145
1,19,2,UA,,ORD,867,17,139,-3
9,21,2,US,,SFO,414,13.58,93,-15
5,5,4,UA,,SFO,2586,22.32,340,28
6,8,2,US,,LGA,214,14,77,-16
2,13,4,AA,,ORD,802,15.75,155,6
6,12,6,OH,,JFK,425,8.67,122,-22
8,9,2,AA,,TUS,813,13.25,130,1
11,28,0,B6,,JFK,541,17.17,147,-18
4,5,1,HA,,OGG,100,20.17,34,-9
9,20,1,OO,,ORD,196,18,61,25
11,18,4,WN,,SJC,308,14.67,75,256
9,11,6,OO,,TUS,451,15.97,91,2
11,24,3,OO,,ORD,196,21.5,61,21
9,22,3,UA,,ORD,1005,8.18,156,58
7,16,6,B6,,JFK,288,14.98,91,19
9,11,6,AA,,LGA,733,7,145,-1
7,16,6,AA,,LGA,733,8.58,150,79
6,23,3,AA,,ORD,647,21.33,110,43
3,16,3,AA,,LGA,950,11,170,24
7,8,5,AA,,LGA,1097,7.5,175,10
1,9,6,OH,,JFK,425,18.93,138,-14
6,28,1,B6,,JFK,541,16.92,136,-14
3,20,0,UA,,ORD,733,19,136,22
11,15,1,US,,SFO,2521,13.5,310,10
7,5,2,AA,,ORD,647,7.92,110,55
3,20,0,UA,,LGA,733,10,140,16
5,6,5,OO,,SFO,462,15.15,120,40
8,13,6,WN,,SJC,417,7.17,80,-9
1,15,5,AA,,ORD,719,14.25,145,71
2,29,6,US,,ORD,1515,18.42,242,107
3,16,3,UA,,ORD,733,14,139,13
3,4,5,WN,,SJC,188,20.67,55,64
6,16,3,UA,,SFO,1846,23.08,237,1
4,24,6,OO,,ORD,299,20.5,70,-15
9,3,5,OO,,SFO,262,7.08,82,43
7,15,5,AA,,SFO,337,18.83,80,17
5,13,5,AA,,ORD,733,19.33,130,125
0,30,3,B6,,JFK,2153,8.08,343,7
5,6,5,B6,,JFK,209,22.92,80,40
6,29,2,UA,,ORD,622,10.45,109,-6
2,7,5,OO,,ORD,438,18.5,99,11
6,24,4,B6,,JFK,2576,9.58,374,97
9,31,5,OO,,SFO,77,22.42,41,18
6,28,1,AA,,ORD,978,17.25,155,78
0,12,6,UA,,ORD,888,9.75,157,71
2,1,6,UA,,ORD,865,13.27,142,-13
10,11,2,UA,,SFO,2586,15.92,327,22
9,16,4,OH,,JFK,426,13.67,107,45
3,25,5,UA,,LGA,733,8.03,148,2
7,11,1,AA,,SFO,1846,13.42,255,9
1,21,4,AA,,ORD,837,14,135,75
1,24,0,WN,,SFO,414,14.42,85,158
9,7,2,UA,,SFO,337,10.7,92,-18
4,12,1,UA,,SFO,192,10.27,59,-18
5,26,4,UA,,SFO,2457,15,319,56
1,13,3,UA,,SFO,326,19.05,72,118
5,11,3,OO,,SMF,86,20.83,50,-10
1,4,1,AA,,TUS,813,9.5,130,19
11,9,2,OH,,JFK,187,9.75,86,-16
6,26,6,US,,SJC,386,13.83,84,-3
0,2,3,UA,,ORD,299,11.98,73,59
2,14,5,B6,,JFK,740,9.5,169,79
6,23,3,OH,,LGA,431,8,104,76
5,21,6,WN,,SJC,342,17,75,-1
11,24,3,WN,,SJC,308,18.58,75,58
8,18,4,AA,,JFK,2475,14.5,355,1
4,12,1,AA,,ORD,733,18.08,140,62
2,18,2,UA,,ORD,1012,19.5,156,71
8,5,5,OO,,SFO,158,14.55,66,-14
7,3,0,US,,LGA,544,14.67,120,79
0,22,2,UA,,JFK,2475,8.63,386,12
9,6,1,OH,,LGA,641,8.17,147,21
0,7,1,OO,,ORD,438,20,99,340
10,11,2,US,,ORD,678,16.42,119,25
11,28,0,WN,,SJC,308,16.83,75,-4
7,25,1,UA,,SFO,967,7.8,153,5
9,17,5,OO,,SFO,522,10.73,95,-6
6,29,2,AA,,LGA,1097,20.25,175,9
0,20,0,OO,,ORD,174,21.5,57,70
10,12,3,WN,,SFO,447,21,85,-8
4,4,0,OH,,JFK,1522,18.83,278,62
4,15,4,OO,,SFO,363,18.17,77,-13
0,1,2,UA,,SFO,967,18.08,144,-8
2,20,4,OH,,LGA,544,17.92,138,96
5,15,0,WN,,SMF,480,19.42,85,43
0,27,0,WN,,SFO,447,20.83,85,108
1,29,5,AA,,ORD,888,7.75,160,-15
4,26,1,UA,,ORD,867,19.5,140,22
4,26,1,AA,,ORD,802,14.33,145,-14
0,9,3,UA,,ORD,843,8,131,-10
8,13,6,WN,,SJC,296,10.75,60,-1
8,7,0,WN,,SFO,337,19.58,85,2
1,8,5,UA,,SMF,910,7.55,145,-6
11,21,0,WN,,SFO,337,16.17,85,105
5,19,4,AA,,ORD,733,20.58,120,16
8,19,5,OH,,LGA,866,21.98,153,43
11,25,4,UA,,ORD,589,15.73,110,-5
10,22,6,AA,,SFO,2586,11.83,330,21
0,6,0,AA,,JFK,2586,17.75,395,91
5,17,2,OO,,SFO,77,8.98,46,143
7,31,0,B6,,ORD,740,9.58,130,-15
4,2,5,B6,,JFK,2248,21.08,347,34
2,13,4,AA,,TUS,813,7.08,125,7
5,19,4,B6,,SJC,324,8.92,75,66
4,19,1,OO,,ORD,1041,19.83,171,16
3,1,2,B6,,JFK,1617,23.92,228,23
7,22,5,WN,,SMF,480,20.58,85,5
0,3,4,OO,,ORD,122,17.75,53,39
6,28,1,UA,,SJC,1829,6.38,247,12
1,9,6,OO,,SFO,451,22.42,93,6
11,31,3,B6,,JFK,1597,23.98,225,81
3,21,1,AA,,ORD,867,8.75,140,-6
6,9,3,WN,,TUS,365,18.42,75,22
2,31,1,UA,,LGA,733,8,148,26
