CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Macao SAR  China,1962,92558006,15.058,
Macedonia  FYR,IRN,1962,23071426,35.051
Micronesia  Fed. Sts.,1962,7674220,45.978,
Venezuela  RB,1962,2836050,46.856,
Yemen  Rep.,1962,48580,55.586,
Congo  Dem. Rep.,1962,2293000,78.754,
Congo  Rep.,1962,50879450,60.355,
Egypt  Arab Rep.,1962,1678467,35.239,
Hong Kong SAR  China,1962,95832000,65.144,
Iran  Islamic Rep.,1962,943090,53.215,
Korea  Dem. Rep.,1962,10532062,45.296,
Korea  Rep.,1962,8628973,7.774,
Macao SAR  China,1962,43312,17.566,
Macedonia  FYR,PRK,1962,11871720,42.136
Micronesia  Fed. Sts.,KOR,1962,26513030,29.461
Venezuela  RB,1962,335161,76.66,
Yemen  Rep.,1962,2333400,34.844,
Congo  Dem. Rep.,1962,2219964,8.095,
Congo  Rep.,1962,2181586,54.459,
Egypt  Arab Rep.,1962,1925276,45.752,
Hong Kong SAR  China,1962,881910,4.464,
Iran  Islamic Rep.,1962,1170267,19.969,
Korea  Dem. Rep.,1962,1536196,29.089,
Korea  Rep.,1962,17298,20.102,
Macao SAR  China,1962,2863350,41.435,
Macedonia  FYR,1962,320750,70.443,
Micronesia  Fed. Sts.,MAC,1962,181025,95.556
Venezuela  RB,MKD,1962,1527105,36.473
Yemen  Rep.,1962,5352674,11.309,
Congo  Dem. Rep.,1962,3784444,4.59,
Congo  Rep.,1962,8710678,27.895,
Egypt  Arab Rep.,1962,94909,11.288,
Hong Kong SAR  China,1962,5381369,11.662,
Iran  Islamic Rep.,1962,323900,90.008,
Korea  Dem. Rep.,1962,15545,38.358,
Korea  Rep.,1962,909172,8.031,
Macao SAR  China,1962,700349,34.103,
Macedonia  FYR,1962,40649590,52.428,
Micronesia  Fed. Sts.,FSM,1962,47387,22.797
Venezuela  RB,1962,2664000,25.027,
Yemen  Rep.,1962,23042,100,
Congo  Dem. Rep.,1962,1011328,39.73,
Congo  Rep.,1962,486092,20.237,
Egypt  Arab Rep.,1962,13100843,30.345,
Hong Kong SAR  China,1962,7799396,5.144,
Iran  Islamic Rep.,1962,22446690,19.91,
Korea  Dem. Rep.,1962,632658,18.748,
Korea  Rep.,1962,10377061,3.612,
Macao SAR  China,1962,11805689,60.204,
Macedonia  FYR,1962,83400,40.224,
Micronesia  Fed. Sts.,1962,2482000,77.133,
Venezuela  RB,1962,1886560,40.481,
Yemen  Rep.,1962,3596613,6,
Congo  Dem. Rep.,1962,47117859,15.858,
Congo  Rep.,1962,10541,54.26,
Egypt  Arab Rep.,1962,3638918,52.653,
Hong Kong SAR  China,1962,578825,18.607,
Iran  Islamic Rep.,1962,47122931,22.751,
Korea  Dem. Rep.,1962,10150,57.405,
Korea  Rep.,1962,1202372,42.494,
Macao SAR  China,1962,2037165,4.347,
Macedonia  FYR,1962,2005337,35.771,
Micronesia  Fed. Sts.,1962,10650672,48.514,
Venezuela  RB,1962,28081234,30.816,
Yemen  Rep.,1962,30308500,48.926,
Congo  Dem. Rep.,1962,8993985,35.722,
Congo  Rep.,1962,2450322,47.327,
Egypt  Arab Rep.,1962,56187,86.101,
Hong Kong SAR  China,1962,18676550,35.586,
Iran  Islamic Rep.,1962,122591000,55.518,
Korea  Dem. Rep.,1962,3050596,2.71,
Korea  Rep.,1962,115786,19.061,
Macao SAR  China,1962,16197,51.104,
Macedonia  FYR,1962,64429,17.969,
Micronesia  Fed. Sts.,1962,4362863,33.518,
Venezuela  RB,1962,3356421,24.303,
Yemen  Rep.,1962,44042,29.786,
Congo  Dem. Rep.,1962,2239581,18.467,
Congo  Rep.,1962,1750200,100,
Egypt  Arab Rep.,1962,4238188,34.714,
Hong Kong SAR  China,1962,1603649,29.934,
Iran  Islamic Rep.,1962,125068,6.321,
Korea  Dem. Rep.,1962,2874944,18.372,
Korea  Rep.,1962,18459442,46.906,
Macao SAR  China,1962,3069990,8.725,
Macedonia  FYR,1962,31023366,58.308,
Micronesia  Fed. Sts.,1962,10443000,16.753,
Venezuela  RB,1962,50966,28.903,
Yemen  Rep.,1962,92086,21.934,
Congo  Dem. Rep.,1962,83206,26.851,
Congo  Rep.,1962,7981797,11.737,
Egypt  Arab Rep.,1962,306330,47.335,
Hong Kong SAR  China,1962,365719,4.8,
Iran  Islamic Rep.,1962,7561588,74.271,
Korea  Dem. Rep.,1962,5573815,52.309,
Korea  Rep.,1962,4897428,38.044,
Macao SAR  China,1962,2223956,33.955,
Macedonia  FYR,1962,10683888,5.547,
Micronesia  Fed. Sts.,1962,29081037,19.89,
Venezuela  RB,1962,517446,10.511,
Yemen  Rep.,1962,1612758,11.844,
Congo  Dem. Rep.,1962,66255,18.312,
Congo  Rep.,1962,880019,16.093,
Egypt  Arab Rep.,1962,4350811,38.391,
Hong Kong SAR  China,1962,28909985,32.598,
Iran  Islamic Rep.,1962,1708711,46.702,
Korea  Dem. Rep.,1962,5762,48.364,
Korea  Rep.,1962,6391,17.008,
Macao SAR  China,1962,7240155,4.826,
Macedonia  FYR,1962,43749469,48.294,
Micronesia  Fed. Sts.,1962,112240,75.248,
Venezuela  RB,1962,53250000,78.237,
Yemen  Rep.,1962,186538000,70.757,
Congo  Dem. Rep.,1962,2603887,80.681,
Congo  Rep.,1962,9319510,34.5,
Egypt  Arab Rep.,1962,67806,10.765,
Hong Kong SAR  China,VEN,1962,8790590,63.933
Iran  Islamic Rep.,1962,36123000,15.369,
Korea  Dem. Rep.,1962,36300,59.241,
Korea  Rep.,YEM,1962,5339285,9.831
Macao SAR  China,1962,3240664,19.785,
Macedonia  FYR,1962,4006262,13.082,
Micronesia  Fed. Sts.,1963,100438281,33.55588082,
Venezuela  RB,1963,4435830,32.31394191,
Yemen  Rep.,1963,93845749,46.53409277,
Congo  Dem. Rep.,1963,1085447747,24.11795844,
Congo  Rep.,1963,930292410,18.3360098,
Egypt  Arab Rep.,1963,272876446,63.62960675,
Hong Kong SAR  China,1963,691101825,57.01083924,
Iran  Islamic Rep.,1963,164093090,40.14575374,
Korea  Dem. Rep.,1963,420393292,62.61936312,
Korea  Rep.,1963,129005734,19.44629572,
Macao SAR  China,1963,174484508,13.31609514,
Macedonia  FYR,1963,945017907,64.39361107,
Micronesia  Fed. Sts.,1963,195817810,58.70222341,
Venezuela  RB,1963,749200097,65.79113185,
Yemen  Rep.,1963,239771182,51.67447278,
Congo  Dem. Rep.,1963,194035506,47.43703831,
Congo  Rep.,1963,258670231,10.41093273,
Egypt  Arab Rep.,1963,2248870171,22.66760675,
Hong Kong SAR  China,1963,167835124,12.35340666,
Iran  Islamic Rep.,1963,1008923908,20.57800115,
Korea  Dem. Rep.,1963,114525072,37.25598151,
Korea  Rep.,1963,105966779,36.04530945,
Macao SAR  China,1963,2081035047,23.49985395,
Macedonia  FYR,1963,208253700,71.15636541,
Micronesia  Fed. Sts.,1963,820737024,63.97348466,
Venezuela  RB,1963,6988545,15.81028776,
Yemen  Rep.,1963,949878,23.35654131,
Congo  Dem. Rep.,1963,12374253,22.30566363,
Congo  Rep.,1963,609571502,17.24366117,
Egypt  Arab Rep.,1963,245217050,15.58546288,
Hong Kong SAR  China,1963,244910884,15.57119973,
Iran  Islamic Rep.,1963,1072111139,26.24671564,
Korea  Dem. Rep.,1963,3193888078,34.90813567,
Korea  Rep.,1963,9531555,9.11,
Macao SAR  China,1963,1762621,31.086,
Macedonia  FYR,1963,11985130,34.662,
Micronesia  Fed. Sts.,1963,21883,67.493,
Venezuela  RB,1963,16410,65.872,
Yemen  Rep.,1963,5565808,11.624,
Congo  Dem. Rep.,1963,57368,37.817,
Congo  Rep.,1963,21621845,75.309,
Egypt  Arab Rep.,1963,2070427,53.889,
Hong Kong SAR  China,1963,56697,50.73,
Iran  Islamic Rep.,1963,10950000,82.727,
Korea  Dem. Rep.,1963,7175811,64.913,
Korea  Rep.,1963,4307315,51.764,
Macao SAR  China,1963,127331,61.926,
Macedonia  FYR,1963,178048,82.372,
Micronesia  Fed. Sts.,1963,52532595,5.727,
Venezuela  RB,1963,233587,36.995,
Yemen  Rep.,1963,8437232,35.822,
Belgium,1963,9289770,92.835,
Belize,1963,100166,53.101,
Benin,1963,2543335,11.118,
Bermuda,1963,47700,100,
Bhutan,1963,240364,4.217,
Bolivia,1963,3913397,37.656,
Bosnia and Herzegovina,1963,3406466,21.209,
Botswana,1963,564316,3.171,
Brazil,1963,79368453,49.078,
Brunei Darussalam,1963,93650,48.92,
Bulgaria,1963,8078145,42.23,
Burkina Faso,1963,5027818,4.993,
Burundi,1963,2950903,2.193,
Cabo Verde,1963,216913,17.503,
Cambodia,1963,6181137,10.497,
Cameroon,1963,5719135,15.647,
Canada,1963,18964000,71.307,
Cayman Islands,1963,8228,100,
Central African Republic,1963,1585765,22.1,
Chad,1963,3184775,7.527,
Channel Islands,1963,112595,37.909,
Chile,1963,8237555,70.2,
China,1963,682335000,17.757,
Colombia,1963,18033548,48.932,
Comoros,1963,198205,15.074,
Congo,ZAR,1963,16461914,22.976
Congo,COG,1963,1096502,33.78
Costa Rica,1963,1484512,34.606,
Cote d'Ivoire,1963,3889859,21.575,
Croatia,1963,4231408,32.979,
Cuba,1963,7618359,58.963,
Curacao,1963,130860,75.875,
Cyprus,1963,577912,37.176,
Czech Republic,1963,9670685,61.044,
Denmark,1963,4684483,75.757,
Djibouti,1963,100622,53.787,
Dominica,1963,62920,38.046,
Dominican Republic,1963,3638628,33.061,
Ecuador,1963,4953735,35.606,
Egypt,EGY,1963,29322709,38.977
El Salvador,1963,3015885,38.712,
Equatorial Guinea,1963,260990,26.323,
Eritrea,1963,1512671,10.703,
Estonia,1963,1258857,59.836,
Ethiopia,1963,23798378,7.104,
Faeroe Islands,1963,35550,23.805,
Fiji,1963,436208,31.403,
Finland,1963,4523309,57.998,
France,1963,48803680,64.702,
French Polynesia,1963,86839,45.389,
Gabon,1963,516270,20.923,
Gambia The,1963,389070,12.862,
Georgia,1963,3816100,44.544,
Germany,1963,74714353,71.826,
Ghana,1963,7303432,24.915,
Greece,1963,8479625,58.222,
Greenland,1963,36400,62.983,
Grenada,1963,93354,30.895,
Guam,1963,71289,53.396,
Guatemala,1963,4476923,33.086,
Guinea,1963,3749920,11.919,
Guinea-Bissau,1963,636593,14.045,
Guyana,1963,618887,29.129,
Haiti,1963,4103732,16.762,
Honduras,1963,2211144,24.491,
Hong Kong SAR,HKG,1963,3420900,85.867
Hungary,1963,10087947,57.181,
Iceland,1963,185653,81.781,
India,1963,477729958,18.405,
Indonesia,1963,95055669,15.299,
Iran,IRN,1963,23680433,35.718
Iraq,1963,7888914,47.532,
Ireland,1963,2852650,47.473,
Isle of Man,1963,49089,55.826,
Israel,1963,2379000,79.502,
Italy,1963,51252000,60.853,
Jamaica,1963,1707019,35.985,
Japan,1963,96812000,66.064,
Jordan,1963,999392,53.565,
Kazakhstan,1963,10913552,45.847,
Kenya,1963,8908425,8.038,
Kiribati,1963,44372,18.233,
Korea,PRK,1963,12065470,43.116
Korea,KOR,1963,27261747,30.407
Kuwait,1963,381665,77.511,
Kyrgyz Republic,1963,2413700,35.178,
Lao PDR,1963,2272078,8.17,
Latvia,1963,2210919,55.253,
Lebanon,1963,1984982,47.475,
Lesotho,1963,898342,5.029,
Liberia,1963,1196588,20.664,
Libya,1963,1592111,29.998,
Liechtenstein,1963,17722,19.89,
Lithuania,1963,2898950,42.434,
Luxembourg,1963,324100,70.953,
Macao SAR,MAC,1963,188703,95.773
Macedonia,MKD,1963,1547445,37.75
Madagascar,1963,5486593,11.657,
Malawi,1963,3872124,4.694,
Malaysia,1963,8999247,28.558,
Maldives,1963,97556,11.345,
Mali,1963,5441611,11.97,
Malta,1963,322550,89.948,
Marshall Islands,1963,16111,39.776,
Mauritania,1963,936014,8.671,
Mauritius,1963,718861,35.056,
Mexico,1963,41939880,53.265,
Micronesia,FSM,1963,48875,23.042
Moldova,1963,2721000,25.856,
Monaco,1963,23169,100,
Mongolia,1963,1042383,41.056,
Montenegro,1963,491491,20.993,
Morocco,1963,13488517,30.846,
Mozambique,1963,7961458,5.345,
Myanmar,1963,22947286,20.259,
Namibia,1963,648668,19.17,
Nepal,1963,10544586,3.653,
Netherlands,1963,11965966,60.387,
New Caledonia,1963,85700,41.684,
New Zealand,1963,2531800,77.73,
Nicaragua,1963,1943591,41.005,
Niger,1963,3703159,6.259,
Nigeria,1963,48128460,16.087,
Northern Mariana Islands,1963,10709,55.771,
Norway,1963,3666537,54.302,
Oman,1963,593504,19.794,
Pakistan,1963,48312888,23.002,
Palau,1963,10381,57.696,
Panama,1963,1238824,43.137,
Papua New Guinea,1963,2075630,4.694,
Paraguay,1963,2058916,35.916,
Peru,1963,10961539,49.632,
Philippines,1963,29016770,31.077,
Poland,1963,30712000,49.326,
Portugal,1963,9030355,36.101,
Puerto Rico,1963,2504530,48.724,
Qatar,1963,61647,86.5,
Romania,1963,18797850,36.284,
Russian Federation,1963,123960000,56.408,
Rwanda,1963,3102968,2.766,
Samoa,1963,119564,19.141,
San Marino,1963,16616,52.206,
Sao Tome and Principe,1963,64181,19.194,
Saudi Arabia,1963,4516663,35.011,
Senegal,1963,3450418,24.973,
Seychelles,1963,45176,30.877,
Sierra Leone,1963,2269890,19.06,
Singapore,1963,1795000,100,
Slovak Republic,1963,4282017,35.483,
Slovenia,1963,1616971,30.776,
Solomon Islands,1963,128863,6.616,
Somalia,1963,2937360,18.92,
South Africa,1963,18936138,47.02,
South Sudan,1963,3131686,8.714,
Spain,1963,31296651,59.306,
Sri Lanka,1963,10582000,16.916,
St. Kitts and Nevis,1963,50533,29.545,
St. Lucia,1963,93397,22.174,
St. Vincent and the Grenadines,1963,84167,27.314,
Sudan,1963,8223613,12.262,
Suriname,1963,314530,47.372,
Swaziland,1963,373991,5.312,
Sweden,1963,7604328,75.223,
Switzerland,1963,5694247,52.946,
Syrian Arab Republic,1963,5057825,38.694,
Tajikistan,1963,2312193,34.351,
Tanzania,1963,11005882,5.704,
Thailand,1963,29967043,20,
Timor-Leste,1963,526936,10.785,
Togo,1963,1631763,12.811,
Tonga,1963,69000,18.701,
Trinidad and Tobago,1963,892571,15.493,
Tunisia,1963,4436643,38.833,
Turkey,1963,29597047,33.137,
Turkmenistan,1963,1769008,46.848,
Turks and Caicos Islands,1963,5741,48.706,
Tuvalu,1963,6542,17.587,
Uganda,1963,7487411,5.045,
Ukraine,1963,44285897,49.046,
United Arab Emirates,1963,125216,76.093,
United Kingdom,1963,53650000,78.099,
United States,1963,189242000,71.134,
Uruguay,1963,2635128,80.899,
Uzbekistan,1963,9611601,34.762,
Vanuatu,1963,69962,10.95,
Venezuela,VEN,1963,9130346,64.977
Vietnam,1963,36836000,15.714,
Virgin Islands (U.S.),1963,38700,60.604,
Yemen,YEM,1963,5429501,10.216
Zambia,1963,3342894,20.712,
Zimbabwe,1963,4140804,13.578,
Arab World,1964,103273929,34.35843171,
Caribbean small states,1964,4514432,32.58061737,
Central Europe and the Baltics,1964,94722599,47.20874298,
East Asia & Pacific (all income levels),1964,1110558625,24.59519326,
East Asia & Pacific (developing only),1964,952838633,18.81778022,
Euro area,1964,275382199,64.1893356,
Europe & Central Asia (all income levels),1964,698998988,57.57105308,
Europe & Central Asia (developing only),1964,166977242,40.83749156,
European Union,1964,424075860,63.10996878,
Fragile and conflict affected situations,1964,132146798,20.00177797,
Heavily indebted poor countries (HIPC),1964,178802599,13.71359851,
High income,1964,956921525,64.97370884,
High income: nonOECD,1964,198896794,59.56713769,
High income: OECD,1964,758024731,66.30489764,
Latin America & Caribbean (all income levels),1964,246458356,52.48199099,
Latin America & Caribbean (developing only),1964,199754929,48.3138317,
Least developed countries: UN classification,1964,265039360,10.70686898,
Low & middle income,1964,2302381215,23.1245703,
Low income,1964,171657780,12.66062592,
Lower middle income,1964,1032387068,20.8515832,
Middle East & North Africa (all income levels),1964,117734910,38.06153643,
Middle East & North Africa (developing only),1964,108832515,36.78224805,
Middle income,1964,2130723435,23.96799419,
North America,1964,211262900,71.56938765,
OECD members,1964,831581967,64.48145627,
Other small states,1964,7129954,16.41666899,
Pacific island small states,1964,980370,23.80116438,
Small states,1964,12624756,22.77010533,
South Asia,1964,623073110,17.43888393,
Sub-Saharan Africa (all income levels),1964,251215851,15.92128615,
Sub-Saharan Africa (developing only),1964,250904786,15.907249,
Upper middle income,1964,1098336367,26.8943019,
World,1964,3259302740,35.30368566,
Afghanistan,1964,9728645,9.426,
Albania,1964,1814135,31.158,
Algeria,1964,12295973,36.141,
American Samoa,1964,22701,67.916,
Andorra,1964,17470,68.205,
Angola,1964,5665701,12.058,
Antigua and Barbuda,1964,58500,37.211,
Argentina,1964,21953926,75.844,
Armenia,1964,2138133,54.758,
Aruba,1964,57029,50.715,
Australia,1964,11167000,83.11,
Austria,1964,7223801,64.962,
Azerbaijan,1964,4445653,51.464,
Bahamas The,1964,133697,62.642,
Bahrain,1964,182774,82.389,
Bangladesh,1964,54129390,5.964,
Barbados,1964,234547,37.068,
Belarus,1964,8524224,37,
Belgium,1964,9378113,92.988,
Belize,1964,103070,52.79,
Benin,1964,2586362,11.801,
Bermuda,1964,48900,100,
Bhutan,1964,246324,4.446,
Bolivia,1964,3990855,37.957,
Bosnia and Herzegovina,1964,3468083,22.004,
Botswana,1964,579560,3.318,
Brazil,1964,81751802,50.059,
Brunei Darussalam,1964,97933,50.776,
Bulgaria,1964,8144340,43.987,
Burkina Faso,1964,5098892,5.095,
Burundi,1964,3011957,2.233,
Cabo Verde,1964,223854,17.787,
Cambodia,1964,6329411,10.662,
Cameroon,1964,5850454,16.255,
Canada,1964,19325000,72.107,
Cayman Islands,1964,8299,100,
Central African Republic,1964,1616515,22.803,
Chad,1964,3247798,7.877,
Channel Islands,1964,113778,37.646,
Chile,1964,8423614,70.955,
China,1964,698355000,18.299,
Colombia,1964,18581972,50.24,
Comoros,1964,201665,16.004,
Congo,ZAR,1964,16903899,23.204
Congo,COG,1964,1126602,34.524
Costa Rica,1964,1537035,35.197,
Cote d'Ivoire,1964,4049675,23.007,
Croatia,1964,4259680,33.972,
Cuba,1964,7787149,59.15,
Curacao,1964,133148,76.255,
Cyprus,1964,578629,37.681,
Czech Republic,1964,9727804,61.532,
Denmark,1964,4722072,76.409,
Djibouti,1964,107584,54.952,
Dominica,1964,63921,38.113,
Dominican Republic,1964,3757962,34.044,
Ecuador,1964,5099470,36.122,
Egypt,EGY,1964,30094082,39.331
El Salvador,1964,3106186,38.811,
Equatorial Guinea,1964,264743,26.413,
Eritrea,1964,1550297,11.039,
Estonia,1964,1277086,60.596,
Ethiopia,1964,24396965,7.342,
Faeroe Islands,1964,35946,24.669,
Fiji,1964,450452,31.991,
Finland,1964,4548543,58.832,
France,1964,49449403,65.898,
French Polynesia,1964,90132,46.783,
Gabon,1964,523793,22.318,
Gambia The,1964,394552,13.677,
Georgia,1964,3870300,45.039,
Germany,1964,75318337,71.891,
Ghana,1964,7513286,25.488,
Greece,1964,8510429,59.099,
Greenland,1964,37600,64.534,
Grenada,1964,94066,31.085,
Guam,1964,73048,54.475,
Guatemala,1964,4600846,33.682,
Guinea,1964,3812004,12.439,
Guinea-Bissau,1964,643962,14.197,
Guyana,1964,635778,29.169,
Haiti,1964,4186636,17.168,
Honduras,1964,2282764,25.094,
Hong Kong SAR,HKG,1964,3504600,86.147
Hungary,1964,10119835,57.603,
Iceland,1964,188983,82.256,
India,1964,487690114,18.595,
Indonesia,1964,97638027,15.543,
Iran,IRN,1964,24308080,36.391
Iraq,1964,8122200,49.093,
Ireland,1964,2866550,48.091,
Isle of Man,1964,49818,56.066,
Israel,1964,2475000,80.232,
Italy,1964,51675350,61.35,
Jamaica,1964,1734763,36.74,
Japan,1964,97826000,66.972,
Jordan,1964,1060998,53.914,
Kazakhstan,1964,11267329,46.4,
Kenya,1964,9200158,8.318,
Kiribati,1964,45424,18.92,
Korea,PRK,1964,12282421,44.102
Korea,KOR,1964,27984155,31.372
Kuwait,1964,431366,78.341,
Kyrgyz Republic,1964,2495300,35.515,
Lao PDR,1964,2325742,8.246,
Latvia,1964,2240623,56.045,
Lebanon,1964,2041212,49.207,
Lesotho,1964,915473,5.661,
Liberia,1964,1224094,21.378,
Libya,1964,1652294,30.924,
Liechtenstein,1964,18170,19.679,
Lithuania,1964,2935200,43.441,
Luxembourg,1964,327750,71.459,
Macao SAR,MAC,1964,197523,95.98
Macedonia,MKD,1964,1569143,39.047
Madagascar,1964,5625401,12.014,
Malawi,1964,3963424,4.8,
Malaysia,1964,9287442,29.232,
Maldives,1964,100177,11.404,
Mali,1964,5503748,12.286,
Malta,1964,321250,89.886,
Marshall Islands,1964,16702,41.214,
Mauritania,1964,963746,9.357,
Mauritius,1964,736381,36.023,
Mexico,1964,43264267,54.1,
Micronesia,FSM,1964,50483,23.289
Moldova,1964,2774000,26.703,
Monaco,1964,23237,100,
Mongolia,1964,1074517,41.585,
Montenegro,1964,496685,21.77,
Morocco,1964,13871988,31.353,
Mozambique,1964,8129268,5.555,
Myanmar,1964,23471163,20.613,
Namibia,1964,665297,19.6,
Nepal,1964,10719988,3.695,
Netherlands,1964,12127120,60.57,
New Caledonia,1964,88100,43.161,
New Zealand,1964,2585400,78.317,
Nicaragua,1964,2002119,41.855,
Niger,1964,3811813,6.529,
Nigeria,1964,49169819,16.318,
Northern Mariana Islands,1964,10901,57.274,
Norway,1964,3694339,55.944,
Oman,1964,608889,21.04,
Pakistan,1964,49555472,23.256,
Palau,1964,10593,57.987,
Panama,1964,1276274,43.784,
Papua New Guinea,1964,2116832,5.069,
Paraguay,1964,2114095,36.079,
Peru,1964,11281015,50.752,
Philippines,1964,29962877,31.34,
Poland,1964,31139450,49.727,
Portugal,1964,9035365,36.483,
Puerto Rico,1964,2554066,50.126,
Qatar,1964,67487,86.78,
Romania,1964,18919126,36.989,
Russian Federation,1964,125345000,57.294,
Rwanda,1964,3161719,2.824,
Samoa,1964,123354,19.221,
San Marino,1964,17033,53.307,
Sao Tome and Principe,1964,64209,20.484,
Saudi Arabia,1964,4677409,36.872,
Senegal,1964,3547939,25.657,
Seychelles,1964,46322,31.991,
Sierra Leone,1964,2301023,19.712,
Singapore,1964,1841600,100,
Slovak Republic,1964,4327341,36.26,
Slovenia,1964,1632114,31.631,
Solomon Islands,1964,132787,6.924,
Somalia,1964,3002173,19.453,
South Africa,1964,19390554,47.134,
South Sudan,1964,3196258,8.702,
Spain,1964,31609195,60.298,
Sri Lanka,1964,10903000,17.267,
St. Kitts and Nevis,1964,49934,30.197,
St. Lucia,1964,94813,22.416,
St. Vincent and the Grenadines,1964,85076,27.781,
Sudan,1964,8475765,12.808,
Suriname,1964,322995,47.341,
Swaziland,1964,382575,5.876,
Sweden,1964,7661354,76.153,
Switzerland,1964,5789228,53.583,
Syrian Arab Republic,1964,5224579,39.349,
Tajikistan,1964,2401598,34.751,
Tanzania,1964,11339076,5.865,
Thailand,1964,30881332,20.11,
Timor-Leste,1964,536798,11.066,
Togo,1964,1662072,13.847,
Tonga,1964,71757,19.098,
Trinidad and Tobago,1964,903272,14.91,
Tunisia,1964,4530835,39.279,
Turkey,1964,30292969,33.68,
Turkmenistan,1964,1829697,46.993,
Turks and Caicos Islands,1964,5705,49.049,
Tuvalu,1964,6687,18.183,
Uganda,1964,7746181,5.273,
Ukraine,1964,44794325,49.8,
United Arab Emirates,1964,138220,76.919,
United Kingdom,1964,54000000,77.96,
United States,1964,191889000,71.508,
Uruguay,1964,2665387,81.114,
Uzbekistan,1964,9917202,35.025,
Vanuatu,1964,72131,11.138,
Venezuela,VEN,1964,9476255,66.009
Vietnam,1964,37574000,16.064,
Virgin Islands (U.S.),1964,41300,61.952,
Yemen,YEM,1964,5522690,10.614
Zambia,1964,3449266,22.015,
Zimbabwe,1964,4279561,14.092,
Arab World,1965,106192292,35.19850608,
Caribbean small states,1965,4586896,32.84426471,
Central Europe and the Baltics,1965,95447065,47.88030844,
East Asia & Pacific (all income levels),1965,1136727872,24.58987211,
East Asia & Pacific (developing only),1965,976409639,18.74740904,
Euro area,1965,277856708,64.747076,
Europe & Central Asia (all income levels),1965,706643949,58.13996014,
Europe & Central Asia (developing only),1965,169769768,41.55399557,
European Union,1965,427592610,63.60421491,
Fragile and conflict affected situations,1965,135445183,20.59563279,
Heavily indebted poor countries (HIPC),1965,183294395,14.12359959,
High income,1965,968445169,65.55160416,
High income: nonOECD,1965,201980369,60.42766382,
High income: OECD,1965,766464800,66.81727573,
Latin America & Caribbean (all income levels),1965,253195267,53.24331133,
Latin America & Caribbean (developing only),1965,205534363,49.13358091,
Least developed countries: UN classification,1965,271723894,11.01340653,
Low & middle income,1965,2357554897,23.34921305,
Low income,1965,175683056,12.98438568,
Lower middle income,1965,1056418410,21.12728607,
Middle East & North Africa (all income levels),1965,121023167,38.89575866,
Middle East & North Africa (developing only),1965,111779343,37.55339022,
Middle income,1965,2181871841,24.18419548,
