Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
245,149,210,830,775
219,155,217,823,769
194,144,199,832,790
217,146,193,815,762
207,153,203,851,793
208,145,202,861,814
219,160,217,871,827
175,151,203,832,799
225,150,212,846,811
213,160,222,911,877
228,159,210,841,783
197,149,191,828,773
236,163,236,875,804
230,143,193,838,763
210,154,213,815,759
261,154,223,843,805
273,148,214,810,753
239,151,225,819,771
233,152,212,828,787
276,167,256,817,787
241,158,216,863,833
210,160,230,878,828
213,154,220,836,781
243,148,214,823,756
230,147,208,811,752
253,138,188,714,683
190,155,221,783,732
224,140,195,757,723
265,152,212,804,742
221,147,211,859,829
220,152,204,819,764
219,154,203,761,729
207,139,196,814,754
261,144,190,722,671
231,145,203,786,734
225,145,206,714,699
215,152,188,871,813
226,143,196,855,799
279,154,205,812,774
228,157,235,780,736
235,143,206,780,741
231,153,219,914,870
245,158,216,819,768
257,142,216,832,773
244,148,224,837,789
219,135,190,783,729
221,152,213,840,787
232,146,194,813,777
241,150,210,815,762
228,142,212,768,724
225,145,208,820,764
221,145,194,858,821
250,165,239,902,858
283,153,212,797,743
246,150,214,836,783
276,154,212,849,805
203,152,202,801,759
237,149,207,846,799
223,142,212,783,733
228,149,203,774,698
230,162,215,821,773
225,152,207,814,778
235,153,196,857,805
249,152,219,764,748
253,152,203,880,808
270,153,217,830,793
180,143,180,801,762
263,154,220,825,753
238,154,223,811,778
212,151,206,873,832
219,146,194,805,755
243,147,192,899,869
239,142,192,769,742
176,148,212,832,802
259,147,211,760,739
252,156,203,766,698
243,164,248,801,748
284,173,221,906,878
199,155,215,889,846
237,146,204,780,745
240,163,219,890,831
230,153,226,830,797
197,138,182,809,749
251,158,201,868,807
205,160,220,794,755
203,153,212,812,754
197,151,205,841,777
215,147,202,864,817
250,159,225,818,749
252,152,198,827,774
203,135,179,825,764
278,154,228,809,764
221,153,205,916,854
235,158,238,834,800
196,142,196,762,728
255,150,214,838,805
241,153,233,788,724
230,146,207,783,754
213,170,229,896,813
205,150,217,753,736
243,149,210,790,745
252,145,217,774,708
202,146,202,789,752
245,150,198,798,751
223,157,210,845,811
271,154,211,794,741
246,158,214,914,875
188,148,211,824,770
239,160,230,896,848
212,148,214,867,829
291,153,215,751,703
228,158,234,813,785
248,148,202,807,750
219,142,224,792,765
225,146,223,850,806
254,152,221,788,743
253,158,215,776,726
244,146,193,804,753
249,157,212,866,820
267,149,197,792,742
185,142,187,863,847
253,177,230,898,851
228,163,224,858,819
266,146,188,762,723
169,147,188,870,831
218,124,173,720,698
224,153,219,857,813
154,158,215,983,947
240,152,210,804,735
248,151,213,790,754
195,170,233,924,869
200,160,217,888,843
218,160,222,878,818
249,159,213,838,795
277,148,200,812,740
245,154,230,849,817
237,145,195,821,766
223,150,212,844,807
277,145,210,797,726
231,159,228,856,827
223,160,227,894,851
204,153,208,895,830
227,161,233,825,794
298,163,246,790,744
213,163,231,832,783
261,144,192,812,755
245,161,220,807,747
274,153,224,842,781
230,142,188,804,777
263,144,220,751,680
239,159,222,890,851
234,149,195,773,736
251,154,202,819,755
269,152,225,808,748
251,148,215,815,764
273,143,193,785,738
254,154,217,815,773
267,169,239,795,740
205,150,210,820,765
257,162,226,880,809
265,148,196,841,794
234,154,218,797,726
265,157,225,818,737
242,151,207,828,797
263,154,217,838,789
196,154,196,751,720
217,150,203,782,723
245,168,203,936,892
189,166,217,926,870
233,159,202,830,785
215,156,211,832,777
227,150,211,826,803
217,145,205,822,773
276,162,237,892,830
250,146,190,800,729
240,154,211,851,803
190,161,247,856,826
297,160,208,840,795
227,133,182,812,758
207,155,210,822,756
217,155,205,768,713
253,155,211,803,763
224,149,210,805,773
270,158,223,827,767
259,148,183,798,731
232,156,205,851,802
233,167,225,820,773
276,158,222,855,804
255,154,210,858,804
282,159,215,801,720
260,156,210,860,783
299,171,238,875,834
237,172,225,869,811
202,139,189,777,741
227,156,210,821,757
302,160,212,898,853
200,163,213,834,778
252,157,217,947,896
260,157,220,855,795
246,162,205,841,807
280,164,237,850,793
258,170,229,873,813
193,159,210,911,847
237,153,202,825,804
205,159,221,859,820
215,150,194,906,884
199,153,196,864,803
201,154,214,858,797
256,150,202,830,773
208,151,192,825,784
208,158,205,817,755
228,155,192,873,824
177,163,205,906,846
226,149,189,794,741
226,151,217,798,753
230,153,205,843,793
278,160,238,830,777
213,152,229,832,780
231,158,212,842,796
227,172,239,912,875
244,163,240,848,804
254,145,209,808,793
241,156,224,876,833
248,154,216,783,737
223,164,228,824,753
251,157,219,832,799
262,160,230,850,799
248,148,200,741,686
245,155,205,844,792
192,162,210,848,821
237,139,199,772,747
208,148,210,822,803
242,164,230,781,748
280,162,225,838,788
225,148,232,842,774
221,157,202,873,805
272,156,225,896,824
183,138,179,828,766
254,143,202,811,758
203,147,195,867,815
202,148,194,772,714
221,158,222,908,857
264,162,238,864,836
221,155,207,837,797
228,163,230,898,826
185,164,238,902,873
190,170,242,870,807
256,180,236,843,778
263,163,229,822,743
216,155,208,810,765
255,163,217,822,769
274,157,225,884,867
270,156,227,857,784
213,144,203,825,781
240,154,206,801,744
246,147,196,825,776
212,158,205,846,794
233,151,217,794,736
249,153,218,839,800
226,155,190,842,795
226,157,222,802,764
189,165,237,819,794
220,153,205,809,752
235,164,218,824,786
248,160,217,841,802
230,158,211,822,776
217,159,220,804,760
251,151,204,801,770
235,153,220,811,759
237,153,210,828,773
209,144,205,839,793
241,169,225,804,758
157,156,190,904,864
199,163,208,790,734
252,165,225,818,773
253,145,193,804,768
280,148,200,787,755
254,147,208,772,703
227,152,210,808,744
230,156,216,887,843
217,166,223,912,880
249,155,202,887,819
218,145,201,840,804
244,151,217,870,812
266,152,214,868,823
243,157,213,919,847
240,152,212,812,768
263,163,220,816,768
207,137,193,811,768
220,154,215,859,806
282,165,216,828,781
241,148,212,808,779
244,155,205,847,784
278,159,215,760,677
215,162,213,890,850
188,156,192,812,770
249,164,210,896,857
218,154,216,862,824
217,153,197,850,799
257,149,208,778,751
212,147,205,875,820
234,158,208,890,842
267,171,239,877,844
279,151,201,754,714
185,153,186,926,872
199,146,197,859,819
196,154,222,897,871
198,157,227,896,847
232,164,225,864,829
277,156,226,868,834
248,155,222,878,825
228,156,200,902,838
256,159,216,768,724
226,134,182,739,705
219,143,210,820,790
203,145,193,841,778
240,153,223,823,769
219,153,211,890,841
234,162,220,797,738
187,157,215,827,799
298,161,221,834,776
234,162,221,862,810
263,160,198,896,845
204,160,210,868,801
206,170,232,933,861
229,153,202,727,695
258,168,210,785,709
212,151,202,804,758
226,146,193,805,767
253,144,210,798,751
220,163,217,865,816
268,159,218,808,765
241,156,219,800,757
221,153,210,828,785
203,167,212,900,853
252,154,206,794,753
252,154,208,760,726
277,148,218,782,720
258,160,233,867,837
208,155,203,797,753
247,152,202,812,779
249,143,201,818,768
249,140,198,780,719
255,157,225,830,771
239,170,241,909,857
260,153,205,750,688
221,154,215,798,759
221,149,213,774,735
243,135,184,783,740
252,148,224,786,725
237,157,215,803,765
260,147,191,809,765
287,158,215,755,708
208,161,223,926,865
203,146,189,844,790
287,142,192,843,788
261,161,221,860,802
276,158,202,897,858
254,152,224,807,795
258,162,221,810,746
279,154,218,839,804
245,152,214,843,797
272,154,215,822,767
272,167,228,828,753
254,152,204,785,761
276,169,242,842,807
212,150,208,777,759
218,140,188,833,789
233,160,225,850,817
256,151,199,871,828
192,150,207,775,746
252,162,211,832,805
274,162,225,809,793
246,137,198,718,691
238,152,216,797,774
230,153,197,908,880
240,148,204,803,782
250,160,232,853,804
239,153,205,752,698
278,163,217,876,823
246,157,220,879,857
174,154,192,820,767
224,153,199,821,766
257,151,222,756,709
263,136,197,798,757
233,140,200,760,745
240,163,226,825,780
179,154,220,817,778
257,154,210,757,731
263,160,206,782,737
223,160,214,791,734
198,168,218,877,824
220,159,226,718,689
277,183,254,829,785
234,151,204,795,765
284,153,220,772,726
227,146,183,802,740
220,149,200,816,770
272,163,212,761,728
198,156,215,837,810
310,146,201,830,786
267,158,208,792,749
261,148,211,763,734
253,167,221,877,857
240,147,205,825,790
259,153,207,806,738
195,153,204,936,893
211,147,205,797,769
206,150,195,839,797
263,166,216,821,794
254,141,194,788,761
284,153,215,792,757
259,150,203,819,794
210,146,188,785,753
260,155,230,771,754
202,156,215,868,802
207,160,211,875,820
266,153,211,783,748
193,142,186,847,807
289,162,217,849,802
224,159,203,805,738
268,180,225,914,858
217,167,212,869,807
193,148,220,821,768
255,170,218,839,769
220,169,227,827,756
242,143,203,782,747
199,155,203,879,845
264,163,222,828,798
234,164,235,825,774
234,161,222,862,814
245,157,222,848,784
208,162,212,893,814
260,169,226,825,790
293,156,200,770,727
278,154,203,802,761
220,168,249,830,781
224,162,216,807,763
204,145,188,778,728
252,158,205,883,866
254,170,231,876,823
232,143,201,802,753
221,154,202,841,826
230,161,225,802,747
173,154,204,810,766
226,164,215,865,830
279,155,228,832,771
231,146,216,761,753
221,172,224,792,723
203,160,221,866,829
204,157,210,910,849
217,166,218,880,833
244,161,207,807,762
242,162,227,868,828
214,153,213,765,745
236,158,198,788,743
271,153,201,764,723
230,155,211,831,741
240,149,179,761,712
275,165,217,881,851
220,144,201,794,762
235,165,216,898,848
220,167,229,835,808
187,153,225,828,783
243,176,224,860,834
264,160,236,834,776
203,152,202,805,764
226,166,220,922,843
243,176,240,898,867
267,150,211,799,752
223,142,195,784,738
265,150,203,768,734
262,159,210,780,716
260,143,207,773,751
293,157,205,775,731
275,155,221,819,775
208,150,210,825,791
227,150,210,864,830
296,155,210,799,768
259,152,202,812,757
228,175,242,902,853
267,152,210,801,737
222,158,219,855,815
193,154,203,907,883
245,155,200,870,821
241,155,233,785,781
197,143,204,805,767
283,155,211,772,722
219,140,177,777,733
253,149,213,774,746
256,150,207,848,812
210,162,223,856,779
274,157,202,818,732
204,159,213,846,793
222,146,199,786,763
243,154,210,820,783
