ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
775,Mogyoró,2.58,male,Unknown Mix,4/20/18,5/5/18,5/5/18,red,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
3923,Chaplin,6.67,male,Belgian Malinois,4/2/18,4/2/18,4/15/18,striped,short,large,yes,nan,yes,nan,nan,nan,nan,both flat and garden
3939,Lay,2.33,male,Unknown Mix,4/10/18,4/10/18,4/29/18,apricot,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
1100,P.Petra,4.75,female,German Pointer Mix,6/8/17,6/8/17,5/8/18,brown and white,medium,medium,yes,yes,yes,yes,yes,yes,nan,flat
783,Mia,3.58,female,Unknown Mix,4/20/18,4/20/18,5/5/18,red and white,short,medium,yes,nan,yes,nan,yes,yes,nan,flat
778,Robi,3.33,male,Unknown Mix,9/26/17,5/5/18,5/5/18,sable,wirehaired,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
7793,Betyár,7.08,male,Komondor,11/29/12,11/29/12,4/26/18,white,long,large,no,yes,yes,yes,nan,yes,yes,both flat and garden
22265,Roni,2.5,male,Unknown Mix,5/14/18,5/14/18,5/14/18,sable,medium,large,yes,nan,nan,nan,nan,nan,nan,nan
777,Berci,3.08,male,Unknown Mix,12/4/17,5/5/18,5/5/18,white,short,medium,no,nan,yes,nan,yes,yes,nan,flat
869,Kisteleki Ubi,2.67,male,Greyhound Mix,4/28/18,4/29/18,4/28/18,striped,short,medium,yes,no,yes,yes,yes,yes,nan,both flat and garden
3921,Bob,4.5,male,Puli,3/28/17,3/28/17,4/15/18,black,medium,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
22273,Maci/Borisz,3.5,male,Unknown Mix,5/17/18,6/1/18,5/17/18,sable,medium,large,yes,nan,nan,nan,nan,nan,nan,nan
1030,Monthy,3.0,male,Terrier Mix,4/8/18,4/8/18,5/4/18,black and white,medium,small,yes,nan,yes,yes,yes,yes,nan,both flat and garden
3931,Macaron,2.42,male,Staffordshire Terrier Mix,4/15/18,4/15/18,4/25/18,apricot,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
1034,Démon,3.08,male,Unknown Mix,4/7/18,4/7/18,5/12/18,black,short,medium,nan,nan,yes,nan,yes,yes,nan,both flat and garden
1025,Nash,1.92,male,Unknown Mix,3/3/18,3/3/18,4/4/18,brown,short,medium,nan,nan,yes,yes,yes,yes,no,both flat and garden
3944,Rachel,3.58,female,Dachshund Mix,4/19/18,4/19/18,4/29/18,apricot,short,small,yes,nan,yes,nan,yes,yes,no,both flat and garden
3208,Mancs,13.58,male,Chow Chow Mix,5/1/18,5/1/18,5/16/18,black,medium,medium,nan,nan,yes,yes,nan,yes,nan,both flat and garden
3940,Leila,3.67,female,Unknown Mix,4/10/18,4/10/18,4/29/18,brown and white,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
866,Miskolci Pindi,4.58,male,Azawakh, Hungarian Greyhound Mix,4/15/18,4/25/18,4/17/18,striped,short,medium,yes,nan,yes,nan,yes,yes,no,flat
3578,River,5.75,male,Alaskan Malamute, Caucasian Ovtcharka, German Shepherd Dog Mix,2/15/18,2/15/18,3/2/18,gray and black,medium,large,yes,yes,yes,yes,nan,yes,nan,both flat and garden
558,Mickey,2.58,male,Unknown Mix,11/25/17,11/25/17,1/4/18,spotty,short,small,yes,yes,nan,nan,nan,nan,no,both flat and garden
1015,Sajó,2.58,male,Unknown Mix,7/1/17,7/1/17,3/7/18,brown and white,short,medium,nan,nan,nan,nan,nan,nan,nan,both flat and garden
3147,Hippi,4.0,female,Unknown Mix,12/11/17,12/11/17,12/28/17,brown,short,medium,yes,nan,nan,nan,nan,nan,nan,garden
22014,Mali,5.75,male,Belgian Malinois Mix,1/23/18,2/7/18,2/16/18,saddle back,medium,medium,yes,nan,nan,nan,nan,nan,nan,nan
301,Sajó,8.42,female,Kuvasz, Pumi Mix,1/10/18,1/10/18,1/10/18,white,long,medium,yes,yes,yes,nan,yes,yes,nan,both flat and garden
3824,Sasha,2.83,male,Unknown Mix,10/13/17,10/13/17,1/13/18,brown and white,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
3833,Levédia,2.5,female,Unknown Mix,1/18/18,1/18/18,1/20/18,gray,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
3178,Imola,2.83,female,Vizsla Mix,2/22/18,2/22/18,2/26/18,black,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
3135,Happy,2.25,female,Unknown Mix,12/7/17,1/20/18,12/28/17,black and brown,wirehaired,medium,nan,nan,nan,nan,nan,nan,nan,garden
3143,Gizmo,2.17,male,Unknown Mix,11/23/17,11/23/17,12/28/17,black and brown,wirehaired,medium,yes,nan,nan,nan,nan,nan,nan,garden
22114,nan,3.92,male,Unknown Mix,3/21/18,3/21/18,3/27/18,brown and white,short,large,no,nan,nan,nan,nan,nan,nan,nan
1096,Szonja,11.92,female,Dachshund Mix,12/12/16,12/12/16,3/12/18,tricolor,short,small,yes,yes,yes,nan,yes,yes,nan,flat
104,Kunhegyesi Lola,2.17,female,Schnauzer, Terrier Mix,2/20/18,2/20/18,2/20/18,black and white,short,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
3811,Effi,2.92,female,Unknown Mix,12/24/17,12/24/17,1/12/18,black and brown,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
88,Aga,11.92,male,Mudi,1/22/17,1/13/18,1/13/18,black,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
3160,Írisz,3.25,female,Unknown Mix,1/5/18,1/27/18,1/14/18,black and white,medium,medium,nan,nan,yes,nan,nan,nan,nan,garden
3916,Venezia,9.75,female,German Shepherd Dog,2/28/18,2/28/18,4/2/18,black and brown,short,medium,yes,nan,yes,nan,yes,yes,yes,both flat and garden
3174,Jolly,3.75,female,Unknown Mix,1/25/18,3/24/18,2/16/18,white,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
3139,Gombóc,2.17,female,Unknown Mix,11/3/17,11/3/17,12/28/17,black,medium,medium,nan,nan,yes,yes,yes,nan,nan,garden
746,Foltos,5.0,male,Beagle, Dachshund Mix,11/9/17,12/9/17,11/16/17,brown and white,short,medium,nan,nan,yes,nan,yes,yes,nan,flat
21622,Pici,3.17,male,Unknown Mix,9/21/17,9/21/17,9/24/17,gray and black,medium,medium,yes,nan,nan,nan,nan,nan,nan,nan
989,Komi,2.67,male,Vizsla Mix,5/20/17,5/20/17,10/26/17,black,short,large,yes,yes,yes,yes,yes,yes,nan,both flat and garden
1382,Kisújszállási Simi,2.58,female,Greyhound, Labrador Retriever Mix,11/24/17,11/24/17,11/24/17,apricot,short,large,yes,yes,yes,yes,yes,yes,yes,flat
21626,Kántor,9.17,male,Unknown Mix,9/26/17,9/26/17,9/27/17,sable,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
3783,Jamie,5.42,male,Unknown Mix,6/30/17,6/30/17,12/23/17,black,short,medium,yes,nan,yes,nan,no,no,nan,both flat and garden
1394,Tücsi,7.75,female,German Shepherd Dog Mix,12/1/17,12/1/17,12/18/17,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
3576,Süti,5.83,male,German Dog Mix,9/10/17,9/10/17,12/9/17,apricot,short,large,nan,nan,nan,nan,nan,nan,nan,nan
3096,Mocsok,4.25,male,Unknown Mix,9/21/17,10/28/17,10/23/17,brown,short,medium,yes,nan,nan,nan,nan,nan,nan,garden
3133,Hugó,2.67,male,Unknown Mix,12/8/17,12/30/17,12/28/17,black and white,short,medium,yes,nan,yes,yes,nan,yes,nan,garden
3776,Kithara,13.5,female,Puli Mix,12/11/17,12/11/17,12/17/17,black,medium,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
1373,Dream,5.08,male,Schnauzer Mix,10/1/17,10/1/17,10/15/17,black,wirehaired,small,no,no,no,no,yes,yes,no,garden
982,Manci,6.58,female,Unknown Mix,7/29/17,7/29/17,10/2/17,yellow-brown,short,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
3100,Ében,4.25,female,Unknown Mix,9/27/17,12/16/17,10/23/17,black,short,medium,yes,nan,nan,nan,nan,nan,nan,garden
735,Angel,2.33,female,Belgian Malinois, Labrador Retriever Mix,9/8/17,10/15/17,10/19/17,brown,short,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
3730,Sheeva,3.17,female,Unknown Mix,10/6/17,10/6/17,10/31/17,black and white,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
7753,Betti,12.0,female,Jack Russell Terrier,12/6/17,12/6/17,12/8/17,tricolor,short,small,yes,yes,yes,yes,nan,nan,nan,flat
7755,Bogi,17.0,female,Jack Russell Terrier,12/6/17,12/6/17,12/8/17,tricolor,short,small,nan,yes,yes,yes,yes,yes,yes,flat
718,Baba,6.67,female,Unknown Mix,2/23/17,9/15/17,10/8/17,apricot,short,medium,yes,nan,yes,nan,yes,yes,nan,flat
3763,Bali,2.58,male,German Shepherd Dog Mix,11/30/17,11/30/17,12/7/17,brown,medium,large,nan,nan,yes,nan,nan,nan,nan,both flat and garden
21385,nan,4.33,male,Unknown Mix,5/14/16,5/29/16,7/29/17,black,medium,medium,yes,nan,nan,nan,nan,nan,nan,nan
7710,Kiskutyák,2.58,male,Chinese Shar-Pei Mix,7/10/17,7/10/17,7/17/17,black,short,medium,nan,nan,yes,yes,yes,yes,yes,both flat and garden
3069,Endre,3.33,male,Unknown Mix,8/29/17,8/29/17,9/8/17,brown,short,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
7711,Dolly,4.33,female,Dachshund, Jack Russell Terrier Mix,6/1/17,6/1/17,7/20/17,white,short,small,no,yes,yes,yes,yes,yes,nan,both flat and garden
7730,Nyérc,2.58,female,Belgian Sheepdog Mix,9/3/17,9/3/17,9/17/17,saddle back,short,medium,no,nan,yes,nan,yes,yes,nan,garden
614,Cleo,7.08,female,Staffordshire Terrier Mix,5/10/16,5/10/16,8/11/17,striped,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
21413,nan,3.17,male,Unknown Mix,4/9/17,4/24/17,7/31/17,black and white,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
674,Picur,2.58,male,Unknown Mix,7/20/17,8/15/17,7/22/17,tricolor,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
3076,Egyed/Orfeusz,2.58,male,Unknown Mix,9/4/17,9/4/17,9/22/17,black and white,short,large,nan,nan,nan,nan,nan,nan,nan,both flat and garden
786,Banzai,3.75,male,German Shepherd Dog, Greyhound Mix,8/31/17,8/31/17,8/31/17,striped,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
684,Medárd,5.83,male,Puli,9/11/16,2/22/17,8/29/17,gray and black,medium,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
7712,Jónás,2.58,male,German Shepherd Dog, Labrador Retriever Mix,6/1/17,6/1/17,7/20/17,black and brown,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
21382,Ördög,9.33,male,Unknown Mix,4/5/16,4/20/16,7/29/17,black,medium,medium,yes,nan,nan,nan,nan,nan,nan,nan
21402,nan,4.33,male,Unknown Mix,1/7/17,1/22/17,7/29/17,black,short,large,yes,nan,nan,nan,nan,nan,nan,nan
613,Nanook,6.42,male,Unknown Mix,7/14/17,7/14/17,8/8/17,yellow-brown,medium,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
615,Amy,6.42,female,Unknown Mix,5/1/16,5/1/16,9/4/17,black and white,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
681,Szõrmók,3.75,male,Unknown Mix,6/10/17,7/20/17,8/29/17,black and brown,medium,small,no,nan,yes,nan,yes,yes,nan,nan
979,Otis,8.58,male,German Shepherd Dog,6/14/17,6/14/17,9/7/17,black and tan,short,large,yes,nan,yes,yes,yes,yes,nan,both flat and garden
7713,Janka,2.58,female,Dachshund, German Shepherd Dog, Labrador Retriever Mix,6/1/17,6/1/17,7/20/17,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
21419,Vihar,7.83,male,Unknown Mix,4/29/17,4/29/17,7/31/17,black and white,short,large,yes,nan,nan,nan,nan,nan,nan,nan
21192,Zeusz,3.5,male,Unknown Mix,5/16/17,5/16/17,5/24/17,black and white,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
611,Kira,4.17,female,Unknown Mix,9/17/16,9/17/16,3/30/17,brown,short,large,yes,nan,yes,nan,yes,yes,nan,both flat and garden
500,Maja,4.67,female,German Shepherd Dog Mix,3/30/17,3/30/17,3/30/17,black and brown,medium,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
503,Domino,5.58,male,Unknown Mix,4/15/17,4/19/17,4/19/17,black and white,short,small,no,nan,yes,yes,yes,yes,nan,both flat and garden
665,Mama,4.42,female,Dachshund Mix,7/6/17,7/7/17,7/6/17,black and brown,short,small,yes,nan,yes,yes,yes,yes,nan,flat
214,Botond,6.67,male,Unknown Mix,4/10/17,4/10/17,4/13/17,apricot,short,medium,yes,nan,nan,nan,no,no,nan,both flat and garden
2953,Bella,3.25,female,Unknown Mix,3/28/17,4/29/17,3/31/17,black and white,short,medium,yes,nan,yes,yes,yes,nan,nan,garden
3016,Alma,3.92,female,Unknown Mix,6/12/17,7/29/17,7/4/17,black and brown,wirehaired,medium,yes,nan,nan,nan,nan,nan,nan,nan
7703,Baba,2.58,male,Unknown Mix,6/9/17,6/9/17,6/13/17,red,short,medium,no,nan,nan,nan,nan,nan,nan,nan
2977,Zizi,11.25,female,Unknown Mix,4/25/17,4/25/17,5/20/17,black,long,medium,nan,nan,nan,nan,nan,nan,nan,nan
639,Sophie,8.67,female,German Shepherd Dog Mix,5/6/14,3/17/17,4/1/17,wild boar,short,large,yes,nan,yes,yes,yes,yes,nan,both flat and garden
3004,Brigi/Bella,2.67,female,Unknown Mix,5/29/17,7/1/17,6/17/17,black and white,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
1326,Gyõzõ,7.58,male,Newfoundland Mix,3/30/17,3/30/17,4/14/17,black,medium,large,no,no,yes,no,no,no,no,garden
640,Arany,4.17,female,Puli,2/26/17,3/21/17,4/2/17,black,medium,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
3526,Gitta,7.58,female,Staffordshire Terrier Mix,4/22/17,4/22/17,4/25/17,brown and white,short,medium,nan,nan,yes,nan,yes,yes,nan,both flat and garden
499,Sári,4.67,female,Unknown Mix,3/30/17,3/30/17,3/30/17,yellow-brown,medium,small,no,nan,yes,yes,yes,yes,nan,flat
502,Gina,5.67,female,Unknown Mix,3/30/17,3/30/17,3/30/17,brown,medium,small,no,nan,yes,yes,yes,yes,nan,flat
501,Lady,3.67,female,German Shepherd Dog Mix,3/30/17,3/30/17,3/30/17,black and brown,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
966,Billy,3.42,male,Unknown Mix,6/22/17,6/22/17,7/9/17,striped,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
668,Mázli,2.67,male,Unknown Mix,7/5/17,7/7/17,7/6/17,sable,short,medium,no,nan,yes,nan,yes,yes,nan,flat
496,Muki,3.67,male,Unknown Mix,3/30/17,3/30/17,3/30/17,black,short,small,yes,nan,yes,yes,yes,yes,nan,flat
629,Kajla,3.67,male,Dachshund Mix,2/1/17,3/21/17,3/22/17,yellow-brown,short,small,no,nan,yes,yes,yes,yes,nan,flat
3569,Süti,5.75,male,Unknown Mix,2/20/17,2/20/17,3/10/17,apricot,short,large,nan,nan,yes,nan,nan,nan,nan,both flat and garden
609,Robi,9.58,male,German Shepherd Dog Mix,3/3/17,3/4/17,3/3/17,sable,medium,large,no,nan,yes,nan,yes,yes,nan,both flat and garden
525,Tánó,10.75,male,Unknown Mix,1/15/17,1/15/17,3/10/17,black,short,medium,yes,nan,yes,nan,nan,yes,nan,both flat and garden
495,Sherry,4.67,male,Unknown Mix,3/30/17,3/30/17,3/30/17,black and white,short,medium,no,nan,yes,yes,yes,yes,nan,flat
3500,Omaha,3.08,female,Unknown Mix,3/25/17,3/25/17,3/26/17,white,short,small,yes,nan,yes,nan,yes,yes,nan,both flat and garden
498,Lili,4.67,female,Unknown Mix,3/30/17,3/30/17,3/30/17,brown,short,small,no,nan,yes,yes,yes,yes,nan,flat
637,Reni,4.67,male,German Shepherd Dog Mix,7/1/16,3/10/17,3/29/17,black and brown,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
497,Benjy,3.67,male,Unknown Mix,3/30/17,3/30/17,3/30/17,gray and white,medium,small,no,nan,yes,yes,yes,yes,nan,flat
628,Kevin,3.67,male,Dachshund Mix,2/1/17,3/21/17,3/22/17,yellow,short,small,nan,nan,yes,yes,yes,yes,nan,flat
527,Bejgli,3.75,female,Unknown Mix,12/13/16,12/13/16,3/10/17,black,medium,small,yes,nan,yes,yes,yes,nan,nan,both flat and garden
526,Voice,3.5,male,Unknown Mix,11/1/16,11/1/16,3/10/17,brown and white,short,medium,yes,nan,yes,nan,nan,yes,nan,both flat and garden
630,Andris,3.67,male,Unknown Mix,2/1/17,3/21/17,3/22/17,black and brown,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
620,Bubika,3.5,female,German Shepherd Dog Mix,3/11/17,3/11/17,3/11/17,sable,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
619,Betti,5.75,female,Unknown Mix,2/26/17,3/10/17,3/4/17,black and brown,short,medium,yes,nan,yes,nan,yes,yes,nan,flat
631,Amigo,3.67,male,Unknown Mix,2/1/17,3/21/17,3/22/17,black and tan,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
627,Kefir,3.67,male,Dachshund Mix,2/1/17,3/21/17,3/22/17,red and white,short,small,no,nan,yes,yes,yes,yes,nan,flat
617,Wendy,3.0,female,Unknown Mix,2/26/17,3/10/17,3/4/17,black,short,medium,nan,nan,yes,nan,yes,yes,nan,both flat and garden
635,Geda,4.67,male,Unknown Mix,9/8/16,3/10/17,3/29/17,yellow,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
606,Kondás,4.83,male,Puli,7/1/16,11/18/16,2/10/17,black,long,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
419,Tyson,5.5,male,Staffordshire Terrier,2/14/17,2/14/17,2/21/17,striped,short,medium,nan,nan,yes,yes,nan,nan,nan,garden
417,Lehel,3.67,male,German Shepherd Dog Mix,2/5/17,2/5/17,2/21/17,red,medium,large,nan,nan,yes,yes,nan,yes,nan,garden
414,Mister,3.67,male,Unknown Mix,2/19/17,2/19/17,2/21/17,yellow-brown,short,large,nan,nan,yes,yes,nan,yes,nan,both flat and garden
7672,Alíz,3.75,female,Vizsla Mix,3/1/16,3/1/16,2/21/17,brown,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
422,Nana,10.17,female,Kuvasz,2/3/17,2/3/17,2/21/17,white,medium,large,nan,nan,yes,yes,yes,yes,yes,garden
413,Hekus,4.83,male,German Shepherd Dog Mix,2/19/17,2/19/17,2/21/17,black and tan,medium,large,nan,nan,yes,yes,nan,yes,nan,both flat and garden
418,Kajla,3.83,female,Unknown Mix,2/5/17,2/5/17,2/21/17,red,medium,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
421,Erik,3.83,male,Unknown Mix,2/5/17,2/5/17,2/21/17,brown,long,small,nan,nan,yes,yes,yes,yes,nan,both flat and garden
416,Alaska,5.33,female,West Highland White Terrier Mix,2/12/17,2/12/17,2/21/17,gray and white,long,small,nan,nan,yes,yes,yes,yes,nan,flat
420,Maxim,3.83,male,German Shepherd Dog Mix,2/5/17,2/5/17,2/21/17,saddle back,medium,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
2923,Pici,10.0,female,Unknown Mix,2/15/17,2/15/17,2/26/17,tricolor,short,small,yes,nan,yes,nan,nan,nan,nan,both flat and garden
487,Barki,5.83,male,Unknown Mix,2/1/17,2/4/17,2/4/17,brown,short,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
716,Afgán,10.83,male,Afghan Hound,1/29/17,1/29/17,1/29/17,apricot,long,medium,yes,nan,yes,yes,yes,yes,nan,flat
492,Kerry,4.75,female,Unknown Mix,3/2/17,3/2/17,3/2/17,black,medium,small,yes,nan,yes,yes,yes,yes,nan,flat
524,Kevin,8.17,male,Unknown Mix,11/10/16,11/10/16,2/21/17,white,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
523,Bajnok,6.75,male,Vizsla Mix,8/1/15,8/1/15,2/21/17,brown,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
489,Baily,3.17,male,Unknown Mix,2/10/17,2/10/17,2/10/17,yellow-brown,short,small,no,nan,yes,yes,yes,yes,yes,flat
2925,Viki,8.5,female,Unknown Mix,3/1/17,4/1/17,3/2/17,black,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
415,Vándor,11.0,male,Unknown Mix,2/14/17,2/14/17,2/21/17,black and brown,short,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
122,Astra,5.92,male,Siberian Husky,1/1/17,1/1/17,1/19/17,black and white,medium,medium,yes,nan,yes,yes,nan,nan,nan,both flat and garden
604,Pulcsi,8.83,male,Puli,10/1/16,1/1/17,1/27/17,black,medium,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
905,Pajtás,4.83,male,Vizsla Mix,1/3/17,1/3/17,1/23/17,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,nan,flat
1299,Egri Vitéz,4.92,male,Bearded Collie, Staffordshire Terrier Mix,1/2/17,1/2/17,1/9/17,black and white,short,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
7662,Rocky,4.92,male,Unknown Mix,1/2/17,1/2/17,1/8/17,spotty,short,medium,no,nan,yes,nan,yes,yes,no,both flat and garden
3384,Alma,4.92,female,Unknown Mix,12/30/16,12/30/16,1/3/17,black,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
2828,Ödön,5.17,male,Unknown Mix,11/9/16,12/10/16,11/14/16,brown,medium,medium,nan,nan,nan,nan,nan,nan,nan,garden
601,Tacsika,4.92,male,Dachshund Mix,12/30/16,1/2/17,1/2/17,wild boar,short,small,no,nan,yes,nan,yes,yes,nan,flat
600,Rotika,4.42,male,Rottweiler Mix,12/30/16,1/2/17,1/2/17,black and tan,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
119,Leó,13.08,male,Siberian Husky,11/16/16,11/16/16,11/18/16,black and white,medium,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
2896,Tódor,3.92,male,Labrador Retriever Mix,1/19/17,2/11/17,1/29/17,black,short,large,yes,nan,yes,yes,nan,yes,nan,both flat and garden
712,Szamoskéri Fanta,4.17,female,German Shepherd Dog, Greyhound Mix,9/11/16,1/5/17,1/20/17,black,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
1058,Rex,8.0,male,German Shepherd Dog Mix,11/10/16,11/10/16,11/27/16,black and brown,medium,large,yes,nan,yes,yes,yes,yes,nan,garden
176,Gizmó,4.83,female,Pekingese Mix,2/1/16,2/1/16,1/29/17,black,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
7650,Römi,5.0,male,Labrador Retriever Mix,12/11/15,12/11/15,11/16/16,yellow-brown,short,medium,no,nan,yes,yes,yes,yes,yes,both flat and garden
1059,Conor,5.5,male,Unknown Mix,5/1/16,5/1/16,11/27/16,black,short,large,yes,nan,yes,yes,yes,yes,nan,garden
472,Bibo,5.92,male,Unknown Mix,12/15/16,12/15/16,12/15/16,black,medium,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
7659,Blacky,4.92,male,Labrador Retriever Mix,12/10/16,12/10/16,12/24/16,black,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
2827,Örzse,5.0,female,Unknown Mix,11/10/16,11/10/16,11/14/16,tricolor,short,medium,yes,nan,nan,nan,nan,nan,nan,garden
3331,Lotti,5.0,female,Staffordshire Terrier Mix,11/20/16,11/20/16,11/23/16,golden,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
1123,Keres Emil,8.92,male,Unknown Mix,5/27/16,5/27/16,11/6/16,white,short,large,yes,nan,nan,nan,nan,nan,nan,nan
455,Paul,3.5,male,Unknown Mix,10/29/16,10/29/16,10/29/16,black,medium,small,no,nan,yes,yes,no,yes,no,both flat and garden
594,Lord,4.58,male,Dachshund Mix,11/9/16,11/9/16,11/9/16,black and white,short,small,no,nan,yes,nan,yes,yes,nan,flat
1054,Gina,6.83,female,Staffordshire Terrier Mix,4/5/16,4/5/16,11/12/16,brown,short,medium,yes,nan,yes,yes,yes,no,no,both flat and garden
2826,Maci/Zoé,3.25,female,Unknown Mix,10/21/16,12/10/16,10/26/16,brown,medium,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
7645,Mókus,3.25,female,Dachshund, English Cocker Spaniel, Whippet Mix,10/31/16,10/31/16,11/11/16,yellow-brown,medium,medium,no,no,yes,nan,yes,yes,nan,flat
7644,nan,3.75,female,Unknown Mix,10/24/16,10/24/16,10/31/16,black,short,small,no,yes,yes,yes,yes,yes,nan,both flat and garden
458,Smokey,4.0,male,Unknown Mix,10/29/16,10/29/16,10/29/16,black,wirehaired,medium,no,nan,yes,yes,yes,yes,nan,both flat and garden
595,Bogi,3.92,female,Puli Mix,11/10/16,11/10/16,11/12/16,black,medium,medium,yes,yes,yes,nan,yes,yes,nan,both flat and garden
2821,Morzsa/Démon,3.17,female,Unknown Mix,10/4/16,12/24/16,10/26/16,black and brown,short,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
7638,Félix,6.08,male,Puli Mix,3/29/14,3/29/14,10/14/16,apricot,medium,medium,yes,yes,yes,yes,yes,yes,yes,garden
597,Dezsõ,5.08,male,Unknown Mix,10/14/16,10/14/16,11/12/16,yellow,short,medium,nan,nan,yes,nan,yes,yes,nan,flat
1052,Donna,7.58,female,Staffordshire Terrier Mix,9/2/15,9/2/15,11/12/16,brown,short,large,yes,nan,yes,yes,yes,no,nan,both flat and garden
7633,Coyote,4.92,male,German Shepherd Dog Mix,3/9/15,3/9/15,10/10/16,sable,medium,large,yes,nan,nan,nan,yes,yes,yes,garden
7634,Pirinyó,9.17,female,Chihuahua, Pinscher Mix,5/12/16,5/12/16,10/10/16,black and tan,short,small,nan,yes,yes,yes,yes,yes,yes,both flat and garden
